Family APG2,FAMFOSTER,FamCroat,Genus,Prefix,Species,Author,v/s,Varsub,Varsubauth,chg,catpan,chg2,SYNONYMS,Voucher spec,Syn ref,Syn_notes,For/Mar_RF,LF_RF,BCI_STAT,BCI cult,,
Bromeliaceae,Bromeliaceae,Bromeliaceae,Guzmania,,lingulata,(L.) Mez,,,,syn. (-var.),,,Guzmania lingulata (L.) Mez var. minor (Mez) L.B.Sm. & Pittendr.,,"Utley, J. & K. Burt-Utley 1994 (Fl Meso)",Utley 2001: doesn't distinguish varieties; Smith & Downs 1977 (Fl Neotr 14) accepted 5 varieties,F,E,,,,
Bromeliaceae,Bromeliaceae,Bromeliaceae,Guzmania,,monostachia,(L.) Rusby ex Mez,,,,,,,"Guzmania monostachya, orth. var. (Croat 1978)",,,,F,E,,,,
Bromeliaceae,Bromeliaceae,Bromeliaceae,Pitcairnia,,heterophylla,(Lindl.) Beer,,,,,,,    ,,,Reconfirmed by G.Zotz in 2004 (pers. comm. 2005),M,E,D+,,,
Bromeliaceae,Bromeliaceae,Bromeliaceae,Tillandsia,,anceps,G. Lodd.,,,,,,,    ,,,,F,E,,,,
Bromeliaceae,Bromeliaceae,Bromeliaceae,Tillandsia,,bulbosa,Hook.,,,,,,,    ,,,,F,E,,,,
Bromeliaceae,Bromeliaceae,Bromeliaceae,Tillandsia,,elongata,Kunth,,,,new,n(+var.),,,BCI record fide Zotz & Ziegler 1997(New Phytologist 137: 223-229),,Correa et al. (2004) lists only var. subimbricata for Panama.,,,,,,
Bromeliaceae,Bromeliaceae,Bromeliaceae,Tillandsia,,fasciculata,Sw.,var.,fasciculata,,(+),n_var,,incl. Tillandsia fasciculata Sw. var. convexispica Mez,,"Utley, J. 1994 (Fl Meso 6); Morales, J.F. 2003 (Man. CR)","Var. convexispica  accepted by Smith & Downs 1977 (Fl Neotr 14) but not later authors; however, additional varieties are accepted by Luther & Brown 2000 (FNA, vol. 22) so var. fasciculata is maintained here.",F,E,,,,
Bromeliaceae,Bromeliaceae,Bromeliaceae,Tillandsia,,monadelpha,(E.Morren) Baker,,,,,,,    ,,,,F,E,,,,
Bromeliaceae,Bromeliaceae,Bromeliaceae,Tillandsia,,subulifera,Mez,,,,,,,    ,BCI record fide Zotz et al. 1999 (J Biogeogr 26:761-766),,Abundant in Annona glabra in S part of island - fide Zotz,M,E,D+,,,
Bromeliaceae,Bromeliaceae,Bromeliaceae,Vriesea,,heliconioides,(Kunth) Hook. ex Walp.,,,,,,,    ,,,,F,E,,,,
Bromeliaceae,Bromeliaceae,Bromeliaceae,Werauhia,,gladioliflora,(H. Wendl.) J. R. Grant,,,,syn.,,,Vriesea gladioliflora (H.Wendl.) Antoine,,"Luther, H. 1999 (Cat Ec)",A few plants seen by Zotz in 2004 near Shannon Creek (pers. comm. 2005),M,E,D+,,,
Bromeliaceae,Bromeliaceae,Bromeliaceae,Werauhia,,ringens,(Griseb.) J. R. Grant,,,,syn.,,,Vriesea ringens (Griseb.) Harms ,,"Luther, H. 1999 (Cat Ec)",,M,E,D,,,
Bromeliaceae,Bromeliaceae,Bromeliaceae,Werauhia,,sanguinolenta,(Linden ex Cogn. & Marchal) J. R. Grant,,,,syn.,,,Vriesea sanguinolenta Linden ex Cogn. & Marchal ,,"Luther, H. 1999 (Cat Ec)",,F,E,,,,
Burmanniaceae,Burmanniaceae,Burmanniaceae,Thismia,,panamensis,(Standl.) Jonker,,,,,,,    ,,,,F,PH,,,,
Burseraceae,Burseraceae,Burseraceae,Bursera,,simaruba,(L.) Sarg.,,,,,,,    ,,,,F,M,,,,
Burseraceae,Burseraceae,Burseraceae,Protium,,confusum,(Rose) Pittier,,,,new,,,Protium correae D.M. Porter; Protium 'skinny' (Foster fieldname),Foster 15711 (F),"Porter, D. & A. Pool 2001 (Fl Nic)",,F,M,,,,
Burseraceae,Burseraceae,Burseraceae,Protium,,costaricense,(Rose) Engl.,,,,,,,    ,,,,F,M,,,,
Burseraceae,Burseraceae,Burseraceae,Protium,,panamense,(Rose) I.M. Johnst.,,,,,,,    ,,,,F,M,,,,
Burseraceae,Burseraceae,Burseraceae,Protium,,tenuifolium,(Engl.) Engl.,ssp.,sessiliflorum,(Rose) D.M. Porter,,,,    ,,,,F,T,,,,
Burseraceae,Burseraceae,Burseraceae,Tetragastris,,panamensis,(Engl.) Kuntze,,,,,,,    ,,,,F,T,,,,
Burseraceae,Burseraceae,Burseraceae,Trattinnickia,,aspera,(Standl.) Swart,,,,,,,    ,,,,F,T,,,,
Cactaceae,Cactaceae,Cactaceae,Epiphyllum,,hookeri,Haw.,ssp.,columbiense,(F.A.C. Weber) Ralf Bauer,syn.,n,,Epiphyllum phyllanthus var. columbiense (F.A.C. Weber) Backeb. (Croat 1978; Correa et al. 2004); Epiphyllum columbiense (F.A.C. Weber) Dodson & A.H. Gentry,"Shattuck 603 (F), Woodworth & Vestal 609 (F)","Baur, R. 2003 (Cactaceae Syst. Init. 17: 26)",Baur cites distribution as Colombia and Ecuador.,F,E,,,,
Cactaceae,Cactaceae,Cactaceae,Epiphyllum,,phyllanthus,(L.) Haw.,ssp.,phyllanthus,,new,n (as var.),,,"Aviles 103 (MO, sterile), det. M.Kimnach 1972; Standley 40844 (US), det. M.Kimnach 1994; Croat 8455 (MO), det. Schienvar 1985","Baur, R. 2003 (Cactaceae Syst. Init. 17: 2-63)",Baur (2003) cites distribution as South America.,,,,,,
Cactaceae,Cactaceae,Cactaceae,Epiphyllum,,phyllanthus,(L.) Haw.,ssp.,rubrocoronatum,(Kimnach) Ralf Bauer,syn.,n,,Epiphyllum phyllanthus var. rubrocoronatum Kimnach (Croat 1978; Correa et al. 2004); Epiphyllum rubrocoronatum (Kimnach) Dodson & A.H. Gentry,"Croat 14059, 13812 (MO)","Baur, R. 2003 (Cactaceae Syst. Init. 17: 25)","Croat 13927 (MO), orig. under rubrocoronatum, det. Epiphyllum phyllanthus var. pittieri by Schienvar 1985; (=) E. hookeri ssp. pittieri (F.A.C.Weber) R. Baur. This group needs revision!",F,E,,,,
Cactaceae,Cactaceae,Cactaceae,Rhipsalis,,baccifera,(J.S. Muell.) Stearn,,,,syn.,,,Rhipsalis cassytha Gaertn.  ,,"Solomon, J. 2001 (Fl Nic)",,F,E,,,,
Campanulaceae,Campanulaceae,Campanulaceae,Centropogon,,cornutus,(L.) Druce,,,,,,,    ,,,,M,Hw,D,,,
Campanulaceae,Campanulaceae,Campanulaceae,Hippobroma,,longiflora,(L.) G.Don,,,,new,,,,Naturalized on BCI fide Garwood 2006,,Seen in lab clearing area.,,,,,,
Brassicaceae,Capparidaceae,Capparidaceae,Capparis,,frondosa,Jacq.,,,,,,,    ,,,,F,S,,,,
Brassicaceae,Capparidaceae,Capparidaceae,Cleome,,parviflora,Kunth,ssp.,parviflora,,,,,    ,Croat 6403: det Iltis 1999 (Tropicos),,,M,Hw,,,,
Brassicaceae,Capparidaceae,Capparidaceae,Crateva,,tapia,L.,,,,new,,,    ,"M.Peña 474 (F,SCZ) juvenile",,,F,M,,,,
Caricaceae,Caricaceae,Caricaceae,Carica,,papaya,L.,,,,,,,    ,,,,M,U,,C,,
Caricaceae,Caricaceae,Caricaceae,Jacaratia,,spinosa,(Aubl.) A. DC.,,,,,,,    ,,,,F,M,,,,
Caricaceae,Caricaceae,Caricaceae,Vasconcellea,,cauliflora,(Jacq.) A. DC.,,,,syn.,,,Carica cauliflora Jacq.  ,,"Badillo, V. 2000 (Ernstia 10:74-79)",,F,U,,,,
Caryophyllaceae,Caryophyllaceae,Caryophyllaceae,Drymaria,,cordata,(L.) Willd. ex Roem. & Schult.,,,,,,,    ,,,,M,Hw,,,,
Urticaceae,Cecropiaceae,Moraceae,Cecropia,,insignis,Liebm.,,,,,,,    ,,,,F,T,,,,
Urticaceae,Cecropiaceae,Moraceae,Cecropia,,longipes,Pittier,,,,,,,    ,,,,F,M,,,,
Urticaceae,Cecropiaceae,Moraceae,Cecropia,,obtusifolia,Bertol.,,,,,,,    ,,,,F,M,,,,
Urticaceae,Cecropiaceae,Moraceae,Cecropia,,peltata,L.,,,,,,,    ,,,,F,M,,,,
Urticaceae,Cecropiaceae,Moraceae,Coussapoa,,asperifolia,Trécul,ssp.,magnifolia,(Trécul) Akkermans & C.C. Berg,syn.,,,Coussapoa magnifolia Trécul  ,,"Berg, C. et al. 1990 (Fl Neotr 51)",,F,E,,,,
Urticaceae,Cecropiaceae,Moraceae,Coussapoa,,villosa,Poepp. & Endl.,,,,syn.,,,Coussapoa panamensis Pittier  ,"Croat 7768 (F,MO), Croat 7839 (MO): det. C.Berg 1990 (Fl Neotr)","Stevens, W. 2001 (Fl Nic); Berg, C. et al. 1990 (Fl Neotr 51)",,F,E,,,,
Urticaceae,Cecropiaceae,Moraceae,Pourouma,,bicolor,Mart.,ssp.,chocoana,(Standl.) C.C. Berg & Heusden,det.,,,Pourouma guianensis Aubl. sensu Croat (1978)  ,"Croat 8100 (F,MO): det. C.Berg 1986","Berg, C. et al. 1990 (Fl Neotr 51)",,F,T,,,,
Celastraceae,Celastraceae,Celastraceae,Crossopetalum,,parviflorum,(Hemsl.) Lundell,,,,BCNM,,,,,,,,,,,,
Celastraceae,Celastraceae,Celastraceae,Maytenus,,schippii,Lundell,,,,,,,    ,Croat 6135 (MO),,"Possibly two species on BCI, one a larger tree with darker leaves? (cf. Garwood 2495). Edwin & Ding Hou 1975 (Fl. Pan) recognize two species; they cite Hayden 144 as Maytenus guyanensis f. crenulata.",F,M,,,,
Ceratophyllaceae,Ceratophyllaceae,Ceratophyllaceae,Ceratophyllum,,demersum,L.,,,,,n,,Ceratophyllum demersum var. echinatum sensu Correa et al. (2004),,"Les, D. 1997 (Flora of North America vol. 3)","Ceratophyllum echinatum (C. demersum var. echinatum) is endemic to North America, fide Les 1997",M,Ha,,,,
Chrysobalanaceae,Chrysobalanaceae,Chrysobalanaceae,Hirtella,,americana,L.,,,,,,,    ,,,,F,M,,,,
Chrysobalanaceae,Chrysobalanaceae,Chrysobalanaceae,Hirtella,,racemosa,Lam.,var.,hexandra,(Willd. ex Roem. & Schult.) Prance,(+var.),,,,Woodworth & Vestal 332 (F): det. G.Prance 1968,"Prance, G. 1972 (Fl Neotr)",,F,S,,,,
Chrysobalanaceae,Chrysobalanaceae,Chrysobalanaceae,Hirtella,,triandra,Sw.,ssp.,triandra,,(+ssp.),,,,Schmalzel 1300 (MO): det Prance 1988,"Prance, G. 1972 (Fl Neotr)",,F,M,,,,
Chrysobalanaceae,Chrysobalanaceae,Chrysobalanaceae,Licania,,hypoleuca,Benth.,,,,,,,    ,,,,F,M,,,,
Chrysobalanaceae,Chrysobalanaceae,Chrysobalanaceae,Licania,,platypus,(Hemsl.) Fritsch,,,,,,,    ,,,,F,T,,,,
Chrysobalanaceae,Chrysobalanaceae,Chrysobalanaceae,Maranthes,,panamensis,(Standl.) Prance & F.White,,,,BCNM,,,,,,,,,,,,
Clusiaceae,Clusiaceae,Guttiferae,Calophyllum,,longifolium,Willd.,,,,,,,    ,Croat 8532: det Merello 2002 (Tropicos),,,F,T,,,,
Clusiaceae,Clusiaceae,Guttiferae,Chrysochlamys,,eclipes,L.O. Williams,,,,det.,,,"Tovomitopsis nicaraguensis Oerst., Planch. & Triana sensu Croat (1978)  ",Croat 8320: det Hammel 1999 (Novon 9:360-374); Croat 12663: det Hammel 1997 (Tropicos),"Hammel, B. 1999 (Novon 9:360-374)",,F,S,,,,
Clusiaceae,Clusiaceae,Guttiferae,Clusia,,flavida,(Benth.) Pipoly,,,,syn.,,,Havetiopsis flexilis Spruce ex Planch. & Triana  ,Croat 16195: det Hammel 2003 (Tropicos),"Pipoly, J. et al 1998 (Fl Ven Guay 4); Jørgensen, P. 1999 (Cat Ec)",,F,E,,,,
Clusiaceae,Clusiaceae,Guttiferae,Clusia,,pratensis,Seem.,,,,new,,,"Clusia odorata Seem. sensu Croat (1978), in part; Clusia minor L. ""apomictic form"" sensu Hammel (1986)","Croat 8376 (MO), Shattuck 782 (MO), C.Wilson 48 (F): det. B.Hammel 2005","Hammel, B. 2005 (pers. comm.); Hammel, B. 1986 (Selbyana 9: 112-120)*",,F,E,,,,
Clusiaceae,Clusiaceae,Guttiferae,Clusia,,sp. ined.,,,,,new,,,"Clusia odorata Seem. sensu Croat (1978), in part; Clusia minor L. ""dioecious form"" sensu Hammel (1986), in part; Clusia peninsulae Hammel ined.",Shattuck 839 (F): det. B.Hammel 2005,"Hammel, B. 2005 (pers. comm.); Hammel 1986 (Selbyana 9: 112-120)*",,F,E,,,,
Clusiaceae,Clusiaceae,Guttiferae,Clusia,,uvitana,Pittier,,,,det. (-),,,"Clusia odorata Seem. sensu Croat (1978), in part","Ebinger 389 (F), Croat 5434 (F): det. B.Hammel 1986; Croat 4925 (MO): det. B.Hammel 2005","Hammel, B. 1986 (Selbyana 9: 112-120)",,F,E,,,,
Clusiaceae,Clusiaceae,Guttiferae,Garcinia,,intermedia,(Pittier) Hammel,,,,syn.,,,Rheedia edulis (Seem.) Planch. & Triana  ,"Foster 2184, 2209 (F): det. B.Hammel 1989","Hammel, B. 1989 (Ann. MO Bot. Gard. 76:928); Hammel, B. 2001 (Fl Nic); Jørgensen, P. 1999 (Cat Ec)",,F,M,,,,
Clusiaceae,Clusiaceae,Guttiferae,Garcinia,,madruno,(Kunth) Hammel,,,,syn.,,,Rheedia acuminata (Ruiz & Pav.) Planch. & Triana  ,"Croat 8240 (MO), Garwood 2302 (MO): det. B.Hammel 1989","Hammel, B. 1989 (Ann. MO Bot. Gard. 76:928)",,F,M,,,,
Clusiaceae,Clusiaceae,Guttiferae,Garcinia,,mangostana,L.,,,,,,,    ,,,,M,U,,C,,
Clusiaceae,Clusiaceae,Guttiferae,Mammea,,americana,L.,,,,,,,    ,,,,M,M,,C,,
Clusiaceae,Clusiaceae,Guttiferae,Marila,,laxiflora,Rusby,,,,,,,    ,,,,F,M,,,,
Clusiaceae,Clusiaceae,Guttiferae,Symphonia,,globulifera,L.f.,,,,,,,    ,,,,F,T,,,,
Clusiaceae,Clusiaceae,Guttiferae,Tovomita,,longifolia,(Rich.) Hochr.,,,,,,,    ,,,,F,U,,,,
Clusiaceae,Clusiaceae,Guttiferae,Tovomita,,stylosa,Hemsl.,,,,,,,    ,,,,F,S,,,,
Hypericaceae,Clusiaceae,Guttiferae,Vismia,,baccifera,(L.) Triana & Planch.,,,,(-),,,"Vismia baccifera (L.) Tr. & Pl. sensu Croat (1978), in part; Vismia panamensis Duchass. & Walp.","Croat 4614, 8664: fide Robson 1978; Woodworth 714 (F): det. N.Robson 1987","Robson, N. 2001 (Fl Nic)",The concept of this species in Fl BCI included both V. baccifera and V. latisepala; treated as Vismia panamenis by Robson 1978 (Fl Pan).,F,U,,,,
Hypericaceae,Clusiaceae,Guttiferae,Vismia,,billbergiana,Beurl.,,,,,,,    ,,,,F,U,,,,
Hypericaceae,Clusiaceae,Guttiferae,Vismia,,latisepala,N.Robson,,,,new,,,"Vismia baccifera (L.) Tr. & Pl. sensu Croat (1978), in part","Croat 4910, 6695: fide Robson 1978 (Fl Pan); Aviles 953 (F), Woodworth & Vestal 336 (F): det. N.Robson 1987",,,F,U,,,,
Hypericaceae,Clusiaceae,Guttiferae,Vismia,,macrophylla,Kunth,,,,,,,    ,,,,F,M,,,,
Combretaceae,Combretaceae,Combretaceae,Buchenavia,,tetraphylla,(Aubl.) R.A. Howard,,,,BCNM,,,,,,,,,,,,
Combretaceae,Combretaceae,Combretaceae,Combretum,,cacoucia,Exell,,,,,,,    ,,,,F,L,,,,
Combretaceae,Combretaceae,Combretaceae,Combretum,,decandrum,Jacq.,,,,,,,    ,,,,F,L,,,,
Combretaceae,Combretaceae,Combretaceae,Combretum,,fruticosum,(Loefl.) Stuntz,,,,,,,    ,,,,F,L,,,,
Combretaceae,Combretaceae,Combretaceae,Combretum,,laxum,Jacq.,var.,laxum,,,,,,,"Stace, C. 2001 (Fl Nic)","Stace, C. (2001) does not recognize the two varieties, but Croat felt they were differentiated on BCI.",F,L,,,,
Combretaceae,Combretaceae,Combretaceae,Combretum,,laxum,Jacq.,var.,epiphyticum,(Pittier) Croat,,,,,,,,,,,,,
Combretaceae,Combretaceae,Combretaceae,Terminalia,,amazonia,(J.F. Gmel.) Exell,,,,,,,"Terminalia amazonica, orth. var. (Croat 1978)",,,,F,T,,,,
Combretaceae,Combretaceae,Combretaceae,Terminalia,,oblonga,(Ruiz & Pav.) Steud.,,,,syn.,,,Terminalia chiriquensis Pittier  ,Croat 13922: det Alwan & Stace 1981 (Tropicos),"Stace, C. 2001 (Fl Nic)",,F,T,,,,
Commelinaceae,Commelinaceae,Commelinaceae,Callisia,,ciliata,Kunth,,,,,,,    ,,,,M,Hw,,,,
Commelinaceae,Commelinaceae,Commelinaceae,Commelina,,erecta,L.,,,,,,,    ,,,,F,H,,,,
Commelinaceae,Commelinaceae,Commelinaceae,Commelina,,rufipes,Seub.,var.,glabrata,(D.R.Hunt) Faden & D.R.Hunt,new,,,"Phaeosphaerion persicariifolium (Delile) C.B.Clarke sensu Fl. Pan. (1944), in part; sensu Standl. & Steyerm. 1952 (Fl. Guat.)",Croat 14927(MO): det A. Gentry 1984 (Tropicos),"Grant, J. et al. 2003 (ManCR), Berry, P. 1998 (Fl Ven Guay 4); Hunt, D. 2001 (Fl Nic)",Phaeosphaerion persicariifolium sensu Fl. Guat included only var. glabrata; however Phaeosphaerion persicariifolium sensu Fl. Pan. and Fl. BCI included both varieties of Commelina rufipes. (The type of P. persicariifolium is a species not found in Central America.),F,H,,,,
Commelinaceae,Commelinaceae,Commelinaceae,Commelina,,rufipes,Seub.,var.,rufipes,,det.,,,"Phaeosphaerion persicariifolium (Delile) C.B.Clarke sensu Croat (1978); sensu Fl. Pan. (1944), in part; Phaeosphaerion rufipes (Seub.) Standl. & Steyerm.  ","Croat 14070: det Hunt 1992 (Tropicos); Croat 9427 (MO), Netting 24 (MO): det. Garwood & Hensold 2006",,see note under var. glabrata,,,,,,
Commelinaceae,Commelinaceae,Commelinaceae,Dichorisandra,,amabilis,J.R. Grant,,,,det.,,,"Dichorisandra hexandra (Aubl.) Standl. sensu Croat (1978); Dichorisandra ulei J. F. Macbr.  sensu Foster (1993-1998, unpub.)  ","Croat 11666*, 4323 &6315, Standley 31354&41139, Ebinger 547: Grant 2000 (Novon 10:117-121) & *Grant 1999 (Tropicos)","Grant, J. 2000 (Novon 10:117-121)","Species also accepted by Hunt 2001 (Fl Nic), Berry 1998 (FlVenGuy 4) & Hunt 1999 (Cat Ec); D. amabilis is erect; D. hexandra is climbing",F,H,,,,
Commelinaceae,Commelinaceae,Commelinaceae,Gibasis,,geniculata,(Jacq.) Rohweder,,,,,,,    ,,,,F,H,,,,
Commelinaceae,Commelinaceae,Commelinaceae,Murdannia,,nudiflora,(L.) Brenan,,,,new,,,    ,Garwood 2483 (BM): det D. Addams 1993,,,M,Hw,,,,
Commelinaceae,Commelinaceae,Commelinaceae,Tradescantia,,zanonia,(L.) Sw.,,,,syn.,,,Campelia zanonia (L.) Kunth  ,,"Hunt, D. 2001 (Fl Nic)",,F,H,,,,
Commelinaceae,Commelinaceae,Commelinaceae,Tripogandra,,serrulata,(Vahl) Handlos,,,,,,,    ,,,,M,Hw,,,,
Connaraceae,Connaraceae,Connaraceae,Cnestidium,,rufescens,Planch.,,,,,,,    ,,,,F,L,,,,
Connaraceae,Connaraceae,Connaraceae,Connarus,,panamensis,Griseb.,,,,,,,    ,,,,F,L,,,,
Connaraceae,Connaraceae,Connaraceae,Connarus,,turczaninowii,Triana & Planch.,,,,,,,    ,,,,F,L,,,,
Connaraceae,Connaraceae,Connaraceae,Rourea,,adenophora,S. F. Blake,,,,new,,,"Rourea glabra Kunth sensu Croat (1978), in part","Croat 17030*, 6699, 8193, 11728 + 3 more: det. Forero 1983 (Fl Neotr 36) & *1978 (Tropicos)","Forero, E. 1983 (Fl Neotr 36) ",R. adenophora treated as a synonym of R. glabra by Croat (1978),F,L,,,,
Connaraceae,Connaraceae,Connaraceae,Rourea,,glabra,Kunth,var.,glabra,,(-) (+var.),,,"Rourea glabra Kunth sensu Croat (1978), in part","Ebinger 576: Forero 1983 (Fl Neotr 36); Foster 717, 733 (F)","Forero, E. 1983 (Fl Neotr 36)","The concept of Rourea glabra in Fl BCI included two species, R. glabra sensu strictu, and R. adenophora, which was treated as a synonym; the Fl BCI voucher of R. glabra (Croat 17030) is cited by Forero (1983) as R. adenophora.",F,L,,,,
Convolvulaceae,Convolvulaceae,Convolvulaceae,Aniseia,,martinicensis,(Jacq.) Choisy,var.,ambigua,Hallier f.,(+var.),,,,"Foster 752, cited by D.Austin 1999 (Syst. Bot. 23: 417.)",,,M,Vw,,,,
Convolvulaceae,Convolvulaceae,Convolvulaceae,Aniseia,,martinicensis,(Jacq.) Choisy,var.,martinicensis,,(+var.),,,,"Croat 12687, cited by Austin 1999 (Syst. Bot. 23: 416.)",,,,,,,,
Convolvulaceae,Convolvulaceae,Convolvulaceae,Bonamia,,trichantha,Hallier f.,,,,new,,,    ,"Foster 13455 (F, not located): det. R.Foster 1989",,,F,L,,,,
Convolvulaceae,Convolvulaceae,Convolvulaceae,Ipomoea,,batatas,(L.) Lam.,,,,,,,    ,,,,M,V,,C,,
Convolvulaceae,Convolvulaceae,Convolvulaceae,Ipomoea,,philomega,(Vell.) House,,,,,sp,,"Ipomoea phillomega, orth. var. (Croat 1978; Correa et al. 2004)",,,,F,V,,,,
Convolvulaceae,Convolvulaceae,Convolvulaceae,Ipomoea,,quamoclit,L.,,,,,,,    ,,,,M,V,,,,
Convolvulaceae,Convolvulaceae,Convolvulaceae,Ipomoea,,squamosa,Choisy,,,,,,,    ,"Croat 7463 (F), Woodworth & Vestal 579 (F): det. D.Austin 1994","Austin, D. 1996 (Taxon 45:3-38); Austin, D. 1997 (Bull. Torrey Bot. Club 124: 140-159)",MO duplicates of vouchers det. Ipomoea anisomeres by P.Wilkin 1993; Austin's determinations are here followed. ,F,V,,,,
Convolvulaceae,Convolvulaceae,Convolvulaceae,Ipomoea,,tiliacea,(Willd.) Choisy,,,,,,,    ,,,,F,V,,,,
Convolvulaceae,Convolvulaceae,Convolvulaceae,Iseia,,luxurians,(Moric.) O'Donell,,,,,,,    ,,,,F,L,,,,
Convolvulaceae,Convolvulaceae,Convolvulaceae,Maripa,,panamensis,Hemsl.,,,,,,,    ,,,,F,L,,,,
Convolvulaceae,Convolvulaceae,Convolvulaceae,Merremia,,umbellata,(L.) Hallier f.,,,,,,,    ,,,,F,V,,,,
Convolvulaceae,Convolvulaceae,Convolvulaceae,Operculina,,codonantha,(Benth.) Hallier f.,,,,,,,    ,,,,M,V,D,,,
Costaceae,Costaceae,Zingiberaceae,Costus,,allenii,Maas,,,,,,,    ,"Croat 16198 (Fl BCI voucher), det. as Costus sp. in TROPICOS 2007; Bailey 117 (F, paratype)",,,F,H,,,,
Costaceae,Costaceae,Zingiberaceae,Costus,,glaucus,Maas,,,,new,,,,"T.Croat 8635 (MO), R.Foster 948 (DUKE): det. P.Maas 1977 (Fl Neotr 18)",,"Maas 1977: (""introduced from Valle del Anton"") (cultivated?)",,,,C,,
Costaceae,Costaceae,Zingiberaceae,Costus,,guanaiensis,Rusby,var.,macrostrobilus,(K.Schum.) Maas,,,,    ,"Croat 6388 (Fl BCI voucher), det. as Costus sp. in Tropicos; Schmalzel 633 (MO): det. T.Croat 1985",,,F,H,,,,
Costaceae,Costaceae,Zingiberaceae,Costus,,laevis,Ruiz & Pav.,,,,,,,    ,"Aviles 41 (F), Woodworth & Vestal 698 (F): cited by P.Maas 1972",,,F,H,,,,
Costaceae,Costaceae,Zingiberaceae,Costus,,lasius,Loes.,,,,new,,,,Dressler 2914 (US): det. P.Maas 1977 (Fl Neotr 18),,"Maas 1977: (""atypical form""); normally at higher elevations",,,,C?,,
Costaceae,Costaceae,Zingiberaceae,Costus,,pulverulentus,C.Presl,,,,,,,    ,Shattuck 472 (F): cited by P.Maas 1972,,,F,H,,,,
Costaceae,Costaceae,Zingiberaceae,Costus,,scaber,Ruiz & Pav.,,,,,,,    ,"Croat 4145, 5262 (F,MO)",,,F,H,,,,
Costaceae,Costaceae,Zingiberaceae,Costus,,villosissimus,Jacq.,,,,,,,    ,,,,M,Hw,,,,
Costaceae,Costaceae,Zingiberaceae,Dimerocostus,,strobilaceus,Kuntze,ssp.,strobilaceus,,,,,    ,,,,F,H,,,,
Cucurbitaceae,Cucurbitaceae,Cucurbitaceae,Cayaponia,,glandulosa,(Poepp. & Endl.) Cogn.,,,,(+),,,Incl. vouchers of Posadaea sphaerocarpa Cogn. cited by Croat (1978),"Starry 162 (F; MO sheet det. as C. racemosa): det. Wunderlin 1978 (Fl Pan); Shattuck 73, 90 (MO) (Fl BCI vouchers of Posadaea sphaerocarpa): det. Wunderlin 1977",,,M,V,D,,,
Cucurbitaceae,Cucurbitaceae,Cucurbitaceae,Cayaponia,,granatensis,Cogn.,,,,,,,    ,Foster 2208: det Monro 1995 (Tropicos),,,F,L,,,,
Cucurbitaceae,Cucurbitaceae,Cucurbitaceae,Cayaponia,,racemosa,(Mill.) Cogn.,,,,,,,    ,Starry 162 (MO):det. Wunderlin 1975,,,M,Vw,D,,,
Cucurbitaceae,Cucurbitaceae,Cucurbitaceae,Cayaponia,,sessiliflora,Wunderlin,,,,det.,,,Cayaponia denticulata Killip ex. C. Jeffrey sensu Croat (1978)  ,Montgomery 96:  det. Monro 1995 (Tropicos),"Monro, A. (BM) 1995 (pers comm)",,F,L,,,,
Cucurbitaceae,Cucurbitaceae,Cucurbitaceae,Fevillea,,cordifolia,L.,,,,,,,    ,,,,F,L,,,,
Cucurbitaceae,Cucurbitaceae,Cucurbitaceae,Gurania,,coccinea,Cogn.,,,,,,,    ,,,,F,V,,,,
Cucurbitaceae,Cucurbitaceae,Cucurbitaceae,Gurania,,makoyana,(Lem.) Cogn.,,,,,,,    ,,,,F,V,,,,
Cucurbitaceae,Cucurbitaceae,Cucurbitaceae,Gurania,,tubulosa,Cogn.,,,,syn.,,,Gurania megistantha Donn. Sm.  ,"Croat 12933 (MO), Schmalzel 940 (MO): det. R.Hampshire 1991 (Tropicos)","Kearns, D. & R. Wunderlin 1999 (Cat Ec)",,F,L,,,,
Cucurbitaceae,Cucurbitaceae,Cucurbitaceae,Melothria,,pendula,L.,,,,,,,    ,,,,M,Vw,,,,
Cucurbitaceae,Cucurbitaceae,Cucurbitaceae,Melothria,,trilobata,Cogn.,,,,,,,    ,,,,M,Vw,D,,,
Cucurbitaceae,Cucurbitaceae,Cucurbitaceae,Momordica,,charantia,L.,,,,,,,    ,,,,M,Vw,,,,
Cucurbitaceae,Cucurbitaceae,Cucurbitaceae,Pseudosicydium,,acariaeanthum,Harms,,,,new,n,,    ,Garwood  255 & 3072 (seeds & seedlings): det Foster,,,F,L,,,,
Cucurbitaceae,Cucurbitaceae,Cucurbitaceae,Psiguria,,triphylla,(Miq.) C. Jeffrey,,,,det.,,,"Psiguria bignoniacea (Poepp. & Endl.) Wunderlin sensu Croat (1978), Wunderlin (1978) ","Croat 8485, 16518 (MO): det. R.Liesner 1984; Schmalzel X20: det. R.Lira 2002","Jeffrey, C. 2001 (Fl Nic); Wunderlin, R. 1978 (Fl Pan)*",,F,L,,,,
Cucurbitaceae,Cucurbitaceae,Cucurbitaceae,Psiguria,,warscewiczii,(Hook. f.) Wunderlin,,,,,,,    ,"Croat 4571, 8499: det Hamshire 1991 (Tropicos)",,,F,V,,,,
