Family APG2,FAMFOSTER,FamCroat,Genus,Prefix,Species,Author,v/s,Varsub,Varsubauth,chg,catpan,chg2,SYNONYMS,Voucher spec,Syn ref,Syn_notes,For/Mar_RF,LF_RF,BCI_STAT,BCI cult,,
Piperaceae,Piperaceae,Piperaceae,Piper,,carrilloanum,"sensu Fl BCI, non C.DC.",,,,det.,,,"Alt. det.: Piper paulowniifolium C. DC. (R. Callejas dets in Tropicos, 2006); earlier included in Piper schiedeanum (Tebbs 1990; Callejas 2001)","Croat 12212, 8917, 6319: det R.Callejas 2006 (Tropicos) as P. paulowniifolium C.DC., prev. as Piper schiedeanum, det. Tebbs ca 1990","Callejas, R. 2006 (dets in Tropicos); Callejas, R. 2001 (Fl Nic), Tebbs, M. 1990 (BBMNH 20:193-236)","Callejas (TROPICOS dets, 2006) applies the name P. carrilloanum to another taxon.",F,S,,,,
Piperaceae,Piperaceae,Piperaceae,Piper,,cordulatum,C. DC.,,,,,,,    ,Croat 7307: det Tepe 2002 (Tropicos); Croat 11537: det Tebbs 1986 (Tropicos),,,F,S,,,,
Piperaceae,Piperaceae,Piperaceae,Piper,,culebranum,C.DC.,,,,,,,"Syn. of: Piper colonense C.DC. (Tebbs 1993, Fl Nic 2001) but see Note",Croat 7733: det P. colonense by Tebbs 1990; det. P. culebranum by Callejas 2006 (Tropicos),"Callejas, R. 2006 (dets in Tropicos); Callejas, R. 2001 (Fl Nic), Tebbs, M. 1990 (BBMNH 20:193-236)","Callejas (dets in TROPICOS, 2006) accepts P. culebranum as distinct from P. colonense",F,S,,,,
Piperaceae,Piperaceae,Piperaceae,Piper,,darienense,C. DC.,,,,,,,    ,,,,F,H,,,,
Piperaceae,Piperaceae,Piperaceae,Piper,,dilatatum,Rich.,,,,,,,    ,,,,F,S,,,,
Piperaceae,Piperaceae,Piperaceae,Piper,,grande,"sensu Fl BCI, non Vahl?",,,,id?,,,"Perhaps two distinct species, including Piper pseudovariabile Trel. (R. Callejas det. 2006)","Piper grande Vahl, s.s. (fide Callejas 2006): Croat 4112, 7099, 9022 & others (MO); Piper pseudovariable Trel. (fide Callejas 2006): Croat 4377, 4380, 6501, Starry 63 (MO)","Callejas, R. 2006 (dets in Tropicos); Tebbs, M. 1990 (Bull. Brit. Mus. (Nat. Hist.) Bot. 20:193-236); Yuncker 1950 (Fl Pan)","Piper pseudovariabile was treated as a synonym of P. grande by Yuncker (1950) and Tebbs (1990). (Piper pseudovariabile Trel. = Piper polyneurum C.DC. sensu Standley? - Hensold note, 2006)",F,S,,,,
Piperaceae,Piperaceae,Piperaceae,Piper,,hispidum,Sw.,,,,id?,,,,,,"The taxonomy of the Piper hispidum complex is under revision; P. hispidum s.s. probably does not occur in Panama, fide Callejas 2006 (pers. comm.)",F,S,,,,
Piperaceae,Piperaceae,Piperaceae,Piper,,imperiale,(Miq.) C. DC.,,,,,sp,,"Piper imperialis, orth. var. (Correa et al. 2004)",Croat 12195: det Tebbs 1987 (Tropicos),,,F,U,,,,
Piperaceae,Piperaceae,Piperaceae,Piper,,marginatum,Jacq.,,,,,,,    ,"Croat 4582, 6908: det Tebbs 1986 (Tropicos)",,,M,Sw,,,,
Piperaceae,Piperaceae,Piperaceae,Piper,,multiplinervium,C. DC.,,,,det.,,,Piper aristolochiifolium (Trel.) Yunck. sensu Croat (1978)  ,"Croat 12929, 13245a: det Tebbs 1988 (Tropicos)","Tebbs, M. 1989 (Willdenowia 19:175-189); Garwood, N. 2006 (pers. comm.)","new dets; Type of P. aristolochiifolium sterile & prob. juv. foliage of multiplinervium, as are 2 cited Croat (1978) specimens fide Tebbs (1989); juveniles of multiplinervium have large cordate leaves fide Garwood (2009)",F,L,,,,
Piperaceae,Piperaceae,Piperaceae,Piper,,peltatum,L.,,,,syn.,,,Pothomorphe peltata (L.) Miq.  ,,"Callejas, R. 2001 (Fl Nic)",,M,Sw,,,,
Piperaceae,Piperaceae,Piperaceae,Piper,,peracuminatum,C. DC.,,,,,,,    ,,,,M,S,D,,,
Piperaceae,Piperaceae,Piperaceae,Piper,,perlasense,"sensu Fl BCI, non Yuncker?",,,,id?,,,"Alt. det.: Piper playa-blancanum Trel. (R.Callejas 2006); P. perlasense incl. in Piper aequale Vahl by Correa et al. (2004), Tebbs (1990)","Croat 5764, 6320, 8069, 11937 (MO): det. P. playa-blancanum by R.Callejas 2006","Callejas, R. 2006 (dets in Tropicos); Tebbs, M. 1990 (Bull. Brit. Mus. (Nat. Hist.) Bot. 20:193-236)",Tebbs 1990 cited BCI material as Piper aequale Vahl. The name Piper playa-blancanum was not treated by Tebbs.,F,S,,,,
Piperaceae,Piperaceae,Piperaceae,Piper,,pseudogaragaranum,Trel.,,,,,,,    ,,,,F,H,,,,
Piperaceae,Piperaceae,Piperaceae,Piper,,pubistipulum,C. DC.,,,,,,,    ,,,,F,H,,,,
Piperaceae,Piperaceae,Piperaceae,Piper,,reticulatum,L.,,,,,,,    ,"Croat 9400, 12812: det Tebbs 1990 (Tropicos)",,,F,U,,,,
Piperaceae,Piperaceae,Piperaceae,Piper,,trigonum,C. DC.,,,,syn.,,,Piper arieianum C. DC.  ,Croat 14574: det Tebbs 1988 (Tropicos),"Steyermark, J. & R. Callejas 2003 (Fl Ven Guay 7); Tebbs, M. 1990 (BBMNH 20:193-236)",,F,H,,,,
Piperaceae,Piperaceae,Piperaceae,Piper,,villiramulum,C. DC.,,,,,,,    ,,,,M,Sw,,,,
Piperaceae,Piperaceae,Piperaceae,Piper,,viridicaule,Trel.,,,,,,,(?= Piper biauritum C.DC.),"Standley 31402 (MO,US, type), Garwood 2547 (BM, det. ?Piper biauritum by Tebbs); also cf. Frost 90, 148, 181 (F), Croat 11282 (MO)",,Some herbarium material has been informally determined as Piper biauritum C.DC.,F,H,,,,
Poaceae,Poaceae,Gramineae,Acroceras,,zizanioides,(Kunth) Dandy,,,,syn.,,,Acroceras oryzoides Stapf  ,Ebinger 208 (MO): det. G.Davidse 1998 (Tropicos),"Pohl, R. 1994 (Fl Meso 6)",,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Andropogon,,bicornis,L.,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Andropogon,,glomeratus,"(Walter) Britton, Sterns & Poggenb.",var.,pumilus,(Vasey) Vasey ex L.H. Dewey,(+var.),n(-var),,,Woodworth & Vestal 541 (MO): det Campbell 1982 (Tropicos),,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Andropogon,,leucostachyus,Kunth,,,,,,,    ,Croat 6916: det Davidse 1986 (Tropicos),,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Andropogon,,virginicus,L.,var.,virginicus,,(+var.),n(-var),,,Ebinger 590: det Pohl 1998 (Tropicos),,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Anthephora,,hermaphrodita,(L.) Kuntze,,,,,,,    ,,,,M,Hw,D,,,
Poaceae,Poaceae,Gramineae,Axonopus,,compressus,(Sw.) P.Beauv.,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Bambusa,,bambos,(L.) Voss,,,,syn.,,,Bambusa arundinacea Retz.  ,,"Pohl, R. 1994 (Fl Meso 6)",,M,M,,C,,
Poaceae,Poaceae,Gramineae,Bambusa,,multiplex,(Lour.) Raeusch. ex Schult. & Schult. f.,,,,syn.,,,Bambusa glaucescens (Willd.) Merr.  ,,"Soreng, R. 2000 (Cat NWG I, Contr. US Natl Herb. 39: 29-35); Cat NWG online (Tropicos, Jan 2007)",,M,S,,C,,
Poaceae,Poaceae,Gramineae,Bothriochloa,,bladhii,(Retz.) S.T. Blake,,,,syn.,,,Bothriochloa intermedia (R. Br.) A.Camus  ,,"Davidse, G. & R. Pohl 1994 (Fl Meso 6); Zuloaga, F. et al 2003 (Cat NW Grasses III)",,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Bothriochloa,,pertusa,(L.) A.Camus,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Cenchrus,,brownii,Roem. & Schult.,,,,,,,    ,,,,M,Hw,D+,,,
Poaceae,Poaceae,Gramineae,Chloris,,radiata,(L.) Sw.,,,,,,,    ,,,,M,Hw,D,,,
Poaceae,Poaceae,Gramineae,Chloris,,virgata,Sw.,,,,,,,    ,,,,M,Hw,D,,,
Poaceae,Poaceae,Gramineae,Chusquea,,simpliciflora,Munro,,,,,,,    ,,,,F,V,,,,
Poaceae,Poaceae,Gramineae,Cynodon,,dactylon,(L.) Pers.,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Digitaria,,bicornis,(Lam.) Roem. & Schult.,,,,det.,,,Digitaria ciliaris (Retz.) Koeler sensu Croat (1978),"Shattuck 356A (MO) 365A (F), Ebinger 52 (MO): det. G.Davidse 1973",,,M,Hw,D,,,
Poaceae,Poaceae,Gramineae,Digitaria,,horizontalis,Willd.,,,,,,,    ,"Croat 8563, Ebinger 296, Shattuck 356 (all MO)",,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Digitaria,,violascens,Link,,,,,,,    ,"Croat 16572, Ebinger 589 (MO)",,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Eleusine,,indica,(L.) Gaertn.,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Guadua,,macclurei,R.W. Pohl & Davidse,,,,det.,,,Bambusa amplexifolia (J.Presl) Schult.f. sensu Croat (1978),Croat 10101 (MO): det. X.Londoño 1990; Judziewicz 4438 (F): det. Judziewicz,"Judziewicz, E. 2005 (pers. comm.)","Croat 8768 (G. amplexifolia det. R.Pohl 88, in Tropicos); but Judziewicz believes this species is not present on BCI.",F,H,,,,
Poaceae,Poaceae,Gramineae,Gynerium,,sagittatum,(Aubl.) P.Beauv.,,,,,,,    ,Croat 10384: det Sanchez-Ken 2000 (Tropicos),,,M,Uw,,,,
Poaceae,Poaceae,Gramineae,Homolepis,,aturensis,(Kunth) Chase,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Hymenachne,,amplexicaulis,(Rudge) Nees,,,,,,,    ,,,,M,Ha,,,,
Poaceae,Poaceae,Gramineae,Hyparrhenia,,rufa,(Nees) Stapf,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Ichnanthus,,pallens,(Sw.) Munro ex Benth.,var.,pallens,,(+),,,Incl. Ichnanthus brevivaginatus Swallen  ,"Croat 8351, 12868 (brev. vouchers, det. Davila 1989; 4228, 7893 (pall. vouchers, also det. D 1989)","Stieber, M. 1987 (Syst. Bot. 12:187-216)",,F,H,,,,
Poaceae,Poaceae,Gramineae,Ichnanthus,,tenuis,(J.Presl & C.Presl) Hitchc. & Chase,,,,,,,    ,Croat 13226A: det. M.Stieber 1987 (in pub.),,,M,Hw,D,,,
Poaceae,Poaceae,Gramineae,Isachne,,polygonoides,(Lam.) Döll,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Ischaemum,,rugosum,Salisb.,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Ischaemum,,timorense,Kunth,,,,det.,,,Ischaemum indicum (Houtt.) Merr. sensu Croat (1978)  ,Croat 6974 (MO): det. G.Davidse 1982 (Tropicos),"Pohl, R. & G. Davidse 1994 (Fl Meso 6)",misapplied by Pohl 1980 (Fl CR),M,Hw,,,,
Poaceae,Poaceae,Gramineae,Lasiacis,,oaxacensis,(Steud.) Hitchc.,var.,oaxacensis,,,,,,"Croat 7081, 7473: det. Davidse 1972-1973",,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Lasiacis,,procerrima,(Hack.) Hitchc.,,,,,,,    ,Croat 6108: det Davidse 2000 (Tropicos),,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Lasiacis,,sorghoidea,(Desv. ex Ham.) Hitch. & Chase,,,,syn. (-var.),,,Lasiacis sorghoidea (Desv. ex Ham.) Hitchc. & Chase var. sorghoidea,,"Zuloaga, F. et al 2003 (Cat NW Grasses III)",var. accepted by Zuloaga & Morrone 1999 (Cat Ec),M,Hw,,,,
Poaceae,Poaceae,Gramineae,Leersia,,hexandra,Sw.,,,,,,,    ,,,,M,Ha,,,,
Poaceae,Poaceae,Gramineae,Leptochloa,,virgata,(L.) P.Beauv.,,,,,,,    ,,,,M,Hw,D,,,
Poaceae,Poaceae,Gramineae,Lithachne,,pauciflorus,(Sw.) P.Beauv.,,,,,sp,,"Lithachne pauciflora, orth. var. (Croat 1978; Correa et al. 2004)",,,,F,H,,,,
Poaceae,Poaceae,Gramineae,Megathyrsus,,maximus,(Jacq.) B.K. Simon & S.W.L. Jacobs,,,,syn.,n,,Panicum maximum Jacq. (Croat 1978; Correa et al. 2004); Urochloa maxima (Jacq.) R.D.Webster,,"Simon, B. & S. Jacobs 2003 (Austrobaileya 6(3):572.)",Urochloa maxima accepted by Zuloaga et al 2003 (Cat NW Grasses III) & on TROPICOS 2006. Davidse 1994 (Fl Meso 6); Panicum maximum accepted by Davidse 2001 (Fl Nic); J.F.Morales 2003 (Man CR),M,Hw,,,,
Poaceae,Poaceae,Gramineae,Olyra,,ecaudata,Döll,,,,new,,,,"Garwood 2666, 2793 (F), Judziewicz 4437 (F): det. Judziewicz 2002","Judziewicz, E. 2005 (pers. comm.)",Garwood vouchers previously determined as Olyra standleyi Hitchc.,F,H,,,,
Poaceae,Poaceae,Gramineae,Olyra,,latifolia,L.,,,,,,,    ,"Croat 6634, 11713: det Davidse 1994 (Tropicos)",,,F,H,,,,
Poaceae,Poaceae,Gramineae,Oplismenus,,burmannii,(Retz.) P.Beauv.,var.,nudicaulis,(Vasey) McVaugh,(+var.),,,,"Croat 6947 & other, in TROPICOS (see Note)","Scholz, U. 1981 (Phanerog. Monogr. 13); McVaugh, R. 1983 (Fl. Novo-Gal 14)","Scholz det. BCI specimens at F (1978) as O. affinis var. humboldtiana Scholz, treated by McVaugh 1983 (Fl. Novo-Galiciana 14) as a synonym of O. burmannii var. burmannii. TROPICOS dets of O. burmannii var. nudicaulis are without determiner.",F,H,,,,
Poaceae,Poaceae,Gramineae,Oplismenus,,hirtellus,(L.) P.Beauv.,ssp.,hirtellus,,(+ssp.),,,,Croat 7437 cited in Pohl & Davidse 1994 (Fl Meso),,,F,H,,,,
Poaceae,Poaceae,Gramineae,Oplismenus,,hirtellus,(L.) P.Beauv.,ssp.,setarius,(Lam.) Mex ex Ekman,new,,,"Oplismenus hirtellus ssp. fasciculatus U.Scholz, comb. nov. 1981","J.S.Netting 14, det. G.Davidse 1989 (fide TROPICOS)","Zuloaga, F. et al 2003 (Cat NW Grasses III)",,,,,,,
Poaceae,Poaceae,Gramineae,Orthoclada,,laxa,(Rich.) P.Beauv.,,,,,,,    ,Croat 7840: det Sanchez-Ken 2000 (Tropicos),,,F,H,,,,
Poaceae,Poaceae,Gramineae,Oryza,,latifolia,Desv.,,,,,,,    ,,,,M,Hw,D,,,
Poaceae,Poaceae,Gramineae,Panicum,,grande,Hitchc. & Chase,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Panicum,,mertensii,Roth,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Panicum,,pilosum,Sw.,var.,lancifolium,(Griseb.) R.Pohl,syn.,,,Panicum milleflorum Hitchc. & Chase  ,Croat 6408: det Davidse 1988 (Tropicos),"Davidse, G. & R. Pohl 1994 (Fl Meso 6); Morales, J.F. 2003 (Man. CR)",Zuloaga et al 2003 (Cat NW Grasses III) do not accept varieties in Panicum pilosum,F,H,,,,
Poaceae,Poaceae,Gramineae,Panicum,,pilosum,Sw.,var.,pilosum,,(+var.),,,,Croat 16551: det. Davidse 1988 (Tropicos),"Davidse, G. & R. Pohl 1994 (Fl Meso 6); Morales, J.F. 2003 (Man. CR)",Zuloaga et al 2003 (Cat NW Grasses III) do not accept varieties in Panicum pilosum,F,H,,,,
Poaceae,Poaceae,Gramineae,Panicum,,polygonatum,Schrad.,,,,,,,    ,,,,F,H,,,,
Poaceae,Poaceae,Gramineae,Panicum,,pulchellum,Raddi,,,,,,,    ,,,,F,H,,,,
Poaceae,Poaceae,Gramineae,Panicum,,trichanthum,Nees,,,,,,,    ,Croat 5254: det Davidse 1990 (Tropicos),,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Panicum,,trichoides,Sw.,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Paspalidium,,geminatum,(Forssk.) Stapf,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Paspalum,,conjugatum,P. J. Bergius,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Paspalum,,decumbens,Sw.,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Paspalum,,microstachyum,J.Presl,,,,,,,    ,,,,M,Hw,D,,,
Poaceae,Poaceae,Gramineae,Paspalum,,notatum,Flüggé,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Paspalum,,paniculatum,L.,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Paspalum,,plicatulum,Michx.,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Paspalum,,repens,P. J. Bergius,,,,,,,    ,,,,M,Ha,D,,,
Poaceae,Poaceae,Gramineae,Paspalum,,saccharoides,Nees ex Trin.,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Paspalum,,virgatum,L.,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Pharus,,latifolius,L.,,,,,,,    ,,,,F,H,,,,
Poaceae,Poaceae,Gramineae,Pharus,,parvifolius,Nash,ssp.,elongatus,Judz.,(+ssp.),,,,"Croat 8024, 8335, 9440 etc. (MO): det. E.Judziewicz 1984","Judziewicz, E. 1985 (AMBG 72:874)",,F,H,,,,
Poaceae,Poaceae,Gramineae,Pharus,,virescens,Döll in Mart.,,,,new,,,    ,"Judziewicz 4439 (MO, PMA, USA, WIS): fide Judziewicz 2005","Judziewicz, E. 2005 (pers. comm.)",Noted by Judziewicz 1983 in BCI copy of Fl. BCI,F,H,,,,
Poaceae,Poaceae,Gramineae,Phragmites,,australis,(Cav.) Trin. ex Steud.,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Polytrias,,indica,(Houtt.) Veldkamp,,,,syn.,n,,Polytrias amaura (Büse) Kuntze (Croat 1978; Correa et al. 2004); Ischaemum indicum (Houtt.) Merr.; NOT Ischaemum indicum sensu Croat (1978)  ,"Shattuck 358 (F): det. Hensold 2005; Croat 12827 (fide Fl BCI,  not located)","Soreng, R. et al. 2003+ (Cat. NW Grasses Online Updates, <http://mobot.mobot.org/W3T/Search/nwgc.html> Jan 2007)",,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Rhipidocladum,,racemiflorum,(Steud.) McClure,,,,,,,    ,,,,F,V,,,,
Poaceae,Poaceae,Gramineae,Rottboellia,,cochinchinensis,(Lour.) Clayton,,,,syn.,,,Rottboellia exaltata (L.) L.f.  ,Croat 5966 (MO): G.Davidse 1987 (Tropicos),"Pohl, R. 1994 (Fl Meso 6); Zuloaga, F. et al 2003 (Cat NW Grasses III)",,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Saccharum,,officinarum,L.,,,,,,,    ,Croat 44759 (BCI voucher) is S. spontaneum in Tropicos,,,M,H,,C,,
Poaceae,Poaceae,Gramineae,Saccharum,,spontaneum,L.,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Sacciolepis,,striata,(L.) Nash,,,,,,,    ,,,,M,Hw,D,,,
Poaceae,Poaceae,Gramineae,Schizachyrium,,brevifolium,(Sw.) Nees ex Büse,,,,,,,    ,,,,M,Hw,D,,,
Poaceae,Poaceae,Gramineae,Schizachyrium,,microstachyum,"(Desv. ex Ham.) Roseng., B.R.Arrill. & Izag.",,,,,,,    ,Croat 7263 (BCI): det Davidse 1986 (Tropicos),,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Setaria,,palmifolia,(J. König) Stapf,,,,syn.,n,,Setaria paniculifera (Steud.) E.Fourn. ex Hemsl. (Croat 1978; Correa et al. 2004),,"Zuloaga, F. et al 2003 (Cat NW Grasses III)",,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Setaria,,parviflora,(Poir.) Kerguélen,,,,syn.,,,Setaria geniculata P.Beauv.  ,,"Pohl, R. 1994 (Fl Meso 6); Zuloaga, F. et al 2003 (Cat NW Grasses III)",,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Setaria,,vulpiseta,(Lam.) Roem. & Schult.,,,,,,,    ,,,,M,Hw,,,,
Poaceae,Poaceae,Gramineae,Sporobolus,,jacquemontii,Kunth,,,,det.,,,Sporobolus indicus (L.) R.Br. sensu Croat (1978),"Croat 8657 (MO) & others: det. G.Davidse, s.d.","Pohl, R. et al. 2001 (Fl. Nic)","Often confused with S. indicus, which ecologically replaces it at higher elevations (Pohl et al  2001)",M,Hw,,,,
Poaceae,Poaceae,Gramineae,Streptochaeta,,sodiroana,Hack.,,,,,,,    ,,,,F,H,,,,
Poaceae,Poaceae,Gramineae,Streptochaeta,,spicata,Schrad. ex Nees,ssp.,spicata,,(+ssp.),,,    ,,"Zuloaga, F. et al 2003 (Cat NW Grasses III)",,F,H,,,,
Poaceae,Poaceae,Gramineae,Streptogyna,,americana,C.E.Hubb.,,,,,,,    ,,,,F,H,,,,
Poaceae,Poaceae,Gramineae,Urochloa,,fusca,(Sw.) B. F. Hansen & Wunderlin,,,,syn.,n,,Panicum fasciculatum Sw. (Croat 1978); Urochloa fasciculata (Sw.) R.D.Webster (Correa et al. 2004); Brachiaria fasciculata (Sw.) Parodi     ,Croat 11612: det. by Davidse 2003 (Tropicos),"Hansen, B. & R. Wunderlin 2001; Zuloaga, F. et al 2003 (Cat NW Grasses III)",As Urochloa fasciculata in Davidse & Pohl 1994 (Fl Meso 6); Correa et al. 2004 (Cat. Pan.),M,Hw,,,,
Poaceae,Poaceae,Gramineae,Urochloa,,mutica,(Forssk.) T. Q. Nguyen,,,,syn.,,,Brachiaria mutica (Forssk.) Stapf  ,,"Davidse, G. & R. Pohl 1994 (Fl Meso 6); Zuloaga, F. et al 2003 (Cat NW Grasses III)",,M,Hw,,,,
Polygalaceae,Polygalaceae,Polygalaceae,Polygala,,paniculata,L.,,,,,,,    ,,,,M,Hw,,,,
Polygalaceae,Polygalaceae,Polygalaceae,Securidaca,,diversifolia,(L.) S.F. Blake,,,,,,,    ,,,,F,L,,,,
Polygalaceae,Polygalaceae,Polygalaceae,Securidaca,,tenuifolia,Chodat,,,,,,,    ,,,"Woodworth 505 (MO) det. S. sylvestris, 'poss. aberrant diversifolia' by Wendt, but poor specimen, similar to tenuifolia",M,L,D,,,
Polygonaceae,Polygonaceae,Polygonaceae,Coccoloba,,acuminata,Kunth,,,,,,,    ,,,,F,U,,,,
Polygonaceae,Polygonaceae,Polygonaceae,Coccoloba,,coronata,Jacq.,,,,,,,    ,,,,F,M,,,,
Polygonaceae,Polygonaceae,Polygonaceae,Coccoloba,,johnstonii,R.A. Howard,,,,det.,,,Coccoloba acapulcensis Standl. sensu Croat (1978)  ,"Croat 8339, 14991: det Howard 1990 (Tropicos)","Howard, R. 1992 (Brittonia 44:357)",,F,U,,,,
Polygonaceae,Polygonaceae,Polygonaceae,Coccoloba,,manzinellensis,Beurl.,,,,,,,"Coccoloba manzanillensis, orth. var. (Croat 1978)",,,,F,U,,,,
Polygonaceae,Polygonaceae,Polygonaceae,Coccoloba,,parimensis,Benth.,,,,,,,    ,,,,F,L,,,,
Polygonaceae,Polygonaceae,Polygonaceae,Polygonum,,acuminatum,Kunth,,,,,,,    ,,,,M,Hw,,,,
Polygonaceae,Polygonaceae,Polygonaceae,Polygonum,,hydropiperoides,Michx.,,,,,,,    ,,,,M,Hw,D,,,
Polygonaceae,Polygonaceae,Polygonaceae,Polygonum,,punctatum,Elliott,,,,,,,    ,,,,M,Hw,,,,
Polygonaceae,Polygonaceae,Polygonaceae,Triplaris,,cumingiana,Fisch. & C.A. Mey. ex C.A. Mey.,,,,,,,    ,"Croat 4633, 8165: det Brandbyge 1982 (Tropicos)",,,F,M,,,,
Pontederiaceae,Pontederiaceae,Pontederiaceae,Eichhornia,,azurea,(Sw.) Kunth,,,,,,,    ,,,,M,Ha,,,,
Pontederiaceae,Pontederiaceae,Pontederiaceae,Eichhornia,,crassipes,(Mart.) Solms,,,,,,,    ,,,,M,Ha,,,,
Pontederiaceae,Pontederiaceae,Pontederiaceae,Pontederia,,rotundifolia,L.f.,,,,,,,    ,,,,M,Ha,,,,
Portulacaceae,Portulacaceae,Portulacaceae,Portulaca,,oleracea,L.,,,,,,,    ,,,,M,Hw,D,,,
Proteaceae,Proteaceae,Proteaceae,Roupala,,montana,Aubl.,var.,montana,,(+var.),,,,,"Correa, M. 2004 (Cat Pan) as var. montana",,F,M,,,,
Ochnaceae,Quiinaceae,Quiinaceae,Quiina,,macrophylla,Tul.,,,,new,,,Quiina schippii Standl.,Foster 13452 (SCZ): det. Foster 1989 (as. Q. schippii),"Schneider, J.V. 2004 (Arnaldoa 11: 45-74)",,F,M,,,,
Apodanthaceae,Rafflesiaceae,Rafflesiaceae,Apodanthes,,caseariae,Poit.,,,,,,,    ,,,,F,PE,,,,
Rhamnaceae,Rhamnaceae,Rhamnaceae,Colubrina,,glandulosa,Perkins,var.,glandulosa,,(+var.),,,,,"Johnston, M. 1971 (Brittonia 23: 2-53.)",,F,T,,,,
Rhamnaceae,Rhamnaceae,Rhamnaceae,Gouania,,colombiana,Suess.,,,,det.,,,Gouania adenophora Pilg. sensu Croat (1978),"Foster s.n. (MO, fruit coll.): det. Liesner 1998","Liesner, R. 2005 (pers. comm.)",,F,L,,,,
Rhamnaceae,Rhamnaceae,Rhamnaceae,Gouania,,polygama,(Jacq.) Urb.,,,,det.,,,Gouania lupuloides (L.) Urb. sensu Croat (1978),"hairy form: Woodworth 326 (F,MO), Croat 12699 (F,MO); glabrous form: Shattuck 814 (F,MO), Croat 13120 (F,MO): all det. Gouania polygama by Steyermark 1987","Liesner, R. 2005 (pers. comm.)","The differences between G. polygama and G. lupuloides are clarified by R.Howard 1989 (Fl. Less. Ant. 5:164) and Krings & Braham 2005 (Guide to Tendrillate Climbers of Costa Rican Mountains, pp. 125-128)",F,L,,,,
Rhizophoraceae,Rhizophoraceae,Rhizophoraceae,Cassipourea,,elliptica,(Sw.) Poir.,,,,,,,    ,,,,F,M,,,,
Rubiaceae,Rubiaceae,Rubiaceae,Alibertia,,edulis,(Rich.) A.Rich. ex DC.,,,,,,,    ,,,,F,U,,,,
Rubiaceae,Rubiaceae,Rubiaceae,Alseis,,blackiana,Hemsl.,,,,,,,    ,,,,F,T,,,,
Rubiaceae,Rubiaceae,Rubiaceae,Amaioua,,corymbosa,Kunth,,,,,,,    ,,,,F,U,,,,
Rubiaceae,Rubiaceae,Rubiaceae,Bertiera,,guianensis,Aubl.,,,,,,,    ,,,,F,U,,,,
Rubiaceae,Rubiaceae,Rubiaceae,Borojoa,,panamensis,Dwyer,,,,new (id?),,,Or Borojoa patinoi?,STRI plot checklist (online); voucher not known,,"Possibly misidentified Borojoa patinoi (cf. Garwood 1914A); If Borojoa panamensis is transferred to Alibertia, name will become Alibertia atlantica.",,,,,,
Rubiaceae,Rubiaceae,Rubiaceae,Borojoa,,patinoi,Cuatrec.,,,,BCNM,,,,"Garwood 1914A (F): det. Alibertia patinoi (Cuatrec.) Delprete & C.Persson, comb. ined., P. Delprete 2003",,This specimen was previously determined as Borojoa panamensis.,,,,,,
