Family	Latin	Author	countries	minLat	maxLat	minLong	maxLong	Npan	N	range	plots	dens	inventories	maxht
Connaraceae	Connarus williamsii	Britton	2	7.1172	9.1625	-79.84166	-76.6103	14	22	26.76	0	0	0	NA
Cordiaceae	Cordia alliodora	(Ruiz & Pav.) Oken 	31	-25.91666	24.943333	-107.391667	-35.922222	173	2563	14683	25	1.45081439393939	54	25
Cordiaceae	Cordia anisophylla	J.S. Mill.	3	0.08333	9.5492	-80.0230556	-75.0569	27	43	166	0	0	0	8
Cordiaceae	Cordia bicolor	A. DC.	18	-20.849167	18.135056	-96.75	-34.8789	159	956	12105	32	2.43510028981086	37	20
Cordiaceae	Cordia collococca	L.	28	-16.3833334	23.1064	-97.017222	-44.608611	39	643	9147	0	0	4	15
Cordiaceae	Cordia correae	J.S. Mill.	2	8.4936	10.43138	-84.0995	-79.344444	15	19	34.31	1	0.0151515151515152	0	8
Cordiaceae	Cordia croatii	J.S. Mill.	3	8.1667	13.23333	-86.25	-80.1069444	15	51	79	0	0	0	20
Cordiaceae	Cordia cymosa	(Donn. Sm.) Standl.	8	-10.4222223	15.7422	-90.5	-72.213472	31	223	1446	0	0	11	30
Cordiaceae	Cordia dentata	Poir.	24	-17.0127778	25.05	-105.9575	-59.5708	31	1341	5994	0	0	1	NA
Cordiaceae	Cordia diversifolia	Pav. ex DC	9	6.0508	23.95056	-104.950278	-73.91444	30	278	1317	0	0	0	10
Cordiaceae	Cordia dwyeri	Nowicke	5	-1.7644	12.5	-85	-73.35	28	127	479	1	0.0946969696969697	0	20
Cordiaceae	Cordia eriostigma	Pittier	11	-9.25	21.171944	-105.2180556	-72.36583	18	197	1894	0	0	1	30
Cordiaceae	Cordia lasiocalyx	Pittier	3	7.173539	9.87	-83.67	-73.28235	60	66	101	12	2.28625	6	10
Cordiaceae	Cordia leslieae	J.S. Mill.	1	9.1592	9.26694	-79.8442	-79.33388	14	14	0.2	0	0	0	7
Cordiaceae	Cordia lucidula	I.M. Johnst.	6	-4.023249	14.5	-86.5	-70.119796	70	241	937	5	0.4375	6	10
Cordiaceae	Cordia megalantha	S.F. Blake	7	-2.0195	20.8925	-96.75	-79.1418	8	108	788	0	0	3	30
Cordiaceae	Cordia panamensis	L. Riley	11	-2.50978	17.5	-96.75	-61.3725	169	649	2833	6	0.512374161073825	25	15
Cordiaceae	Cordia porcata	Nowicke	3	7.3094	13	-85.9167	-78.9167	78	224	121	2	1.30208333333333	6	6
Cordiaceae	Cordia protracta	I.M. Johnst.	2	5.0931	9.5	-78.8	-74.5819	5	41	125	0	0	0	10
Cordiaceae	Cordia sebestena	L.	26	3.8811	26.912967	-106.411142	-52.3	14	462	3282	0	0	0	8
Cordiaceae	Cordia tacarcunensis	J.S. Mill.	1	8	8	-77.45	-77.45	1	1	0.01	0	0	0	3
Cordiaceae	Varronia bullata	L.	18	-22.50138	23.052803	-91.75555	-57.57027	3	200	5372	0	0	0	3
Cordiaceae	Varronia curassavica	Jacq.	26	-32.8667	28.0166667	-114.7352777	-35.708947	134	1488	16595	0	0	9	4
Cordiaceae	Varronia dichotoma	Ruiz & Pav.	13	-34.84	14.9311111	-87.785	-40.5	6	301	10582	0	0	0	3
Cordiaceae	Varronia globosa	Jacq.	24	-16.7431	30.576361	-112.052777	-34.8394	1	715	11915	0	0	0	4
Cordiaceae	Varronia inermis	(Mill.) Borhidi	8	7.951262991	25.0166667	-107.6	-72.249449804	5	400	1476	0	0	0	NA
Cordiaceae	Varronia linnaei	(Stearn) J.S. Mill.	11	1.43517	21.5917	-103.759722	-72.7	32	148	1560	0	0	0	4
Cordiaceae	Varronia spinescens	(L.) Borhidi	17	-17.2125	23.6166667	-106.3666667	-39.03333	195	1115	10268	0	0	0	6
Cornaceae	Cornus disciflora	DC.	7	8.5	27.6716	-108.75	-82.25	27	832	1252	0	0	0	23
Cunoniaceae	Weinmannia balbisiana	Kunth	13	-17.82805	17.665	-96.75	-60.0975	19	466	5455	0	0	0	7
Cunoniaceae	Weinmannia burserifolia	Standl.	4	8.7922222	17.14	-92.88	-82.4458333	22	85	200	0	0	0	15
Cunoniaceae	Weinmannia fagaroides	Kunth	11	-17.84444	16.06	-91.79	-53.0833334	8	583	6791	0	0	0	10
Cunoniaceae	Weinmannia horrida	J.F. Morales	2	7.6666667	9.3454184	-83.381733	-77.7	2	16	7.33	0	0	0	7
Cunoniaceae	Weinmannia pinnata	L.	24	-29.4208	23	-102	-44.3933	47	1039	10874	0	0	0	6
Cunoniaceae	Weinmannia wercklei	Standl.	2	8.485	11.02	-85.51	-81.7689	3	72	22.85	0	0	0	20
Cyatheaceae	Alsophila cuspidata	(Kunze) D.S. Conant	13	-26.1666667	15.6378333	-90.5	-39.57	50	566	10862	0	0	0	15
Cyatheaceae	Alsophila erinacea	(H. Karst.) D.S. Conant	9	-26.25	10.74	-85.07	-55.45	23	406	5040	0	0	0	12
Cyatheaceae	Alsophila firma	(Baker) D.S. Conant	11	-3.6767	23.950465	-104.126389	-74.3416667	21	321	1667	0	0	0	10
Cyatheaceae	Alsophila imrayana	(Christ) Lellinger	14	-3.57861	16.033333	-85.469446	-53.65	5	86	2958	0	0	0	10
Cyatheaceae	Alsophila polystichoides	Christ	3	8.7547222	14.2	-87.1	-82.2216667	2	54	48	0	0	0	6
Cyatheaceae	Alsophila salvinii	Hook.	10	-20.071944	23	-102	-42.033333	3	86	3655	0	0	0	9
Cyatheaceae	Cyathea andina	(H. Karst.) Domin	15	-17.8311	18.894446	-91.6667	-50.408333	6	218	7556	0	0	0	NA
Cyatheaceae	Cyathea bicrenata	Liebm.	10	-3.03333	23.6166667	-102.575	-67.35	84	361	2678	0	0	0	15
Cyatheaceae	Cyathea caracasana	(Klotzsch) Domin	14	-17.15	20.01445	-86.5	-59.86666	5	518	5100	0	0	0	9
Cyatheaceae	Cyathea cervantesiana	A. Rojas	2	9.0166667	9.6625	-83.8536111	-82.8166667	1	8	0.39	0	0	0	8
Cyatheaceae	Cyathea conformis	(R.M. Tryon) Stolze	1	7.4166667	7.7166667	-78.2083333	-78.05	6	6	0.26	0	0	0	3
Cyatheaceae	Cyathea costaricensis	(Mett. ex Kuhn) Domin	8	7.55	20.5827778	-105.2080556	-79.62277	4	113	857	0	0	0	7.5
Cyatheaceae	Cyathea darienensis	R.C. Moran	3	0.86666	8.4472	-78.51666	-76.31666	11	19	51	0	0	0	3
Cyatheaceae	Cyathea delgadii	Sternb.	12	-30.1017	12.5	-85.5	-29.3072	41	1379	13383	0	0	0	10
Cyatheaceae	Cyathea divergens	Kunze	15	-14.1666667	23.950465	-102.575	-53.0833334	22	399	7160	0	0	0	10
Cyatheaceae	Cyathea fulva	(M. Martens et Galeotti) Fée	12	-4.4361	23.6166667	-102.575	-62.16	27	491	3278	0	0	0	6
Cyatheaceae	Cyathea horrida	(L.) Sm.	11	-14.6172223	22.724899	-84.926389	-65.7166667	2	167	3468	0	0	0	4
Cyatheaceae	Cyathea impar	R.M. Tryon	3	-17.09305	9.43	-80	-65.49305	18	22	200	0	0	0	3
Cyatheaceae	Cyathea lockwoodiana	(P.G. Windisch) Lellinger	3	1.3986	10.1331	-79.8442	-70.4533	17	62	476	0	0	0	4
Cyatheaceae	Cyathea microdonta	(Desv.) Domin	24	-25.9025	22.8411	-97.025	-34.8789	13	921	13623	0	0	0	6
Cyatheaceae	Cyathea multiflora	Sm.	13	-17.11666	17.05	-90.8	-59.9936	85	580	5607	1	0.0139821029082774	5	3
Cyatheaceae	Cyathea nigripes	(C. Chr.) Domin	6	-14.81138	10.611111	-84.995834	-60.39583	4	133	2624	0	0	0	8
Cyatheaceae	Cyathea petiolata	(Hook.) R.M. Tryon	3	2.39716	14.3261111	-90.8036111	-73.25	68	87	327	4	0.192889465121009	7	3
Cyatheaceae	Cyathea pilosissima	(Baker) Domin	8	-13.08	9.9858	-83.6478	-59.03333	13	155	3500	0	0	0	3
Cyatheaceae	Cyathea poeppigii	(Hook.) Domin	10	-25.9025	15.6667	-91.6667	-40.7775	15	326	9772	0	0	0	5
Cyatheaceae	Cyathea povedae	A. Rojas	2	8.79	10.751389	-85.076389	-82.495	1	31	18.3	0	0	0	7
Cyatheaceae	Cyathea rojasiana	Lehnert	1	7.9	8.8933333	-82.25	-77.6833333	6	6	11.89	0	0	0	3
Cyatheaceae	Cyathea schiedeana	(C. Presl) Domin	11	4	23.6166667	-102.575	-52.35	20	247	2317	0	0	0	7
Cyatheaceae	Cyathea suprastrigosa	(H. Christ) Maxon	4	2.5	10.5	-84.7922	-75.2519	4	90	176	0	0	0	8
Cyatheaceae	Cyathea wendlandii	(Mett. ex Kuhn) Domin	3	1.569194	10.3416666	-84.3916666	-76.58333	33	61	107	0	0	0	4
Cyatheaceae	Sphaeropteris brunei	(Christ) R.M. Tryon	4	0.35	11.0933	-85.427778	-72.8667	4	37	508	0	0	0	10
Cyrillaceae	Cyrilla racemiflora	L.	22	-14.1666667	35.9	-96.75	-52.8731	14	529	5906	0	0	2	NA
Dichapetalaceae	Dichapetalum axillare	Woodson	5	3.8811	17	-88.5	-72.8667	29	133	340	4	2.92234848484848	5	23
Dichapetalaceae	Dichapetalum donnell-smithii	Engl.	9	1.2	23	-102	-73.336111	7	222	1170	0	0	0	15
Dichapetalaceae	Dichapetalum gentryi	Prance	1	9.19916	9.25	-79.5	-79.375	3	3	0.02	0	0	0	3
Dichapetalaceae	Dichapetalum nevermannianum	Standl. & Valerio	2	9.245	10.45	-83.9519	-82.38333	3	13	6.07	0	0	0	5
Dichapetalaceae	Stephanopodium gentryi	Prance	4	5.108222	12.5	-85	-76.861694	11	20	80.35	0	0	0	NA
Dichapetalaceae	Tapura colombiana	Cuatrec.	2	3.75	9.4314	-80.6669	-72.8667	8	35	167	0	0	0	NA
Dichapetalaceae	Tapura cubensis	(Poepp.) Griseb.	3	9.1667	22.787222	-82.7975	-74.5706	7	19	82	2	0.236742424242424	0	NA
Dichapetalaceae	Tapura guianensis	Aubl.	10	-15.8225	10.73	-84.7561	-47.442777	9	569	7896	0	0	0	20
Dichapetalaceae	Tapura panamensis	Prance	2	7.4803	8.9336111	-78.4236111	-76.8628	2	4	1.33	0	0	0	NA
Dilleniaceae	Curatella americana	L.	22	-23.5475	23	-105.281667	-34.7992	59	2216	13662	1	0.0303030303030303	12	8
Dipentodontaceae	Perrottetia excelsa	Lundell	1	9.0497	9.49166	-80.5428	-79.4666667	4	4	0.47	0	0	0	NA
Dipentodontaceae	Perrottetia longistylis	Rose	7	8.51333	23.443056	-105.851389	-81.0069	4	224	858	0	0	0	NA
Dipentodontaceae	Perrottetia multiflora	Lundell	6	-0.25	11.13333	-84.85	-70.1547	27	136	634	0	0	0	NA
Dipentodontaceae	Perrottetia sessiliflora	Lundell	5	-9.2364	10.751389	-85.094444	-74.2561	12	160	739	0	0	0	NA
Ebenaceae	Diospyros artanthifolia	Mart.	11	-16.7261	12.29333	-86.27917	-39.05	74	498	9314	15	1.60258109619687	18	11
Ebenaceae	Diospyros hartmanniana	S. Knapp	2	8.83333	10.990556	-85.6667	-82.7166667	7	73	15.55	0	0	0	20
Ebenaceae	Diospyros inconstans	Jacq.	13	-33.0494	12.4939	-82.3478	-34.7992	15	969	14483	0	0	0	8
Ebenaceae	Diospyros nigra	(J.F. Gmel.) Perr.	10	1.2	20.11	-104.9916666	-73.157528	7	168	1265	0	0	0	35
Ebenaceae	Diospyros panamensis	S. Knapp	2	7.86666	9.391667	-83.5972222	-77.73333	6	12	40.96	0	0	0	5
Ebenaceae	Diospyros salicifolia	Humb. & Bonpl. ex Willd.	8	8.495	23.950465	-105.402778	-77.91666	8	945	1312	0	0	0	15
Ehretiaceae	Bourreria costaricensis	(Standl.) A.H. Gentry	5	-1.4628	12.5	-85.730556	-76.43333	28	185	266	3	1.11032196969697	5	30
Ehretiaceae	Bourreria mollis	Standl.	7	3.8811	23.6166667	-102.575	-72.8667	8	209	820	0	0	0	20
Ehretiaceae	Ehretia latifolia	Loisel.	8	8.7956	23.950465	-105.333333	-82.4139	5	375	860	0	0	0	25
Elaeocarpaceae	Sloanea ampla	I.M. Johnst.	5	4.0333333	15.7422	-92.823333	-76.25	12	70	254	0	0	0	35
Elaeocarpaceae	Sloanea brenesii	Standl.	2	8.485	10.929167	-85.470834	-81.7689	3	50	24	0	0	0	30
Elaeocarpaceae	Sloanea faginea	Standl.	3	8.5061	11.0333333	-85.491667	-79.3553	13	118	50.64	0	0	0	30
Elaeocarpaceae	Sloanea grandiflora	Sm.	10	-17.6122	11.4358	-80.0069	-45.3089	13	380	8065	0	0	0	NA
Elaeocarpaceae	Sloanea laurifolia	(Benth.) Benth.	11	-15.466667	17	-89.0833333	-47.3678	10	261	7911	1	0.0151515151515152	6	45
Elaeocarpaceae	Sloanea longipes	Ducke	3	8.66	15.7	-86.85	-83.21	0	25	67	0	0	0	40
Elaeocarpaceae	Sloanea medusula	K. Schum. & Pittier	9	-0.617	18.608333	-96.75	-76.3383	19	145	661	2	0.0946969696969697	0	45
Elaeocarpaceae	Sloanea megaphylla	Pittier	4	5.60932	12.5	-85	-77.07693	16	20	41.57	1	0.0606060606060606	13	25
Elaeocarpaceae	Sloanea meianthera	Donn. Sm.	10	-12.3553	17.53	-96.75	-69.2317	37	132	2001	5	0.595434207850315	17	20
Elaeocarpaceae	Sloanea obtusifolia	(Moric.) K. Schum.	12	-24.9044	15.7333333	-87.45	-34.8608	2	273	12062	1	6.22585227272727	1	45
Elaeocarpaceae	Sloanea paucinervia	T.D. Penn.	2	7.9794445	9.2375	-83.55	-77.2333333	7	8	27.46	0	0	0	NA
Elaeocarpaceae	Sloanea rufa	Planch. ex Benth.	10	-17.1825	11.1356	-81.8333334	-48.4108	1	219	7424	0	0	0	NA
Elaeocarpaceae	Sloanea terniflora	(DC.) Standl.	16	-24.8442	23.6166667	-104.441667	-39.001111	113	610	12093	25	3.58028841264999	25	30
Elaeocarpaceae	Sloanea zuliaensis	Pittier	7	-1.45	14.5	-86.5	-71.6786	47	146	905	8	2.30160984848485	8	20
Ericaceae	Anthopterus wardii	Ball	3	-1.4628	8	-79.73333	-74.3416667	6	97	264	0	0	0	10
Ericaceae	Bejaria aestuans	Mutis ex L.	15	-21.7797	23.95056	-105.32	-58.4833333	8	1040	7360	0	0	0	6
Ericaceae	Cavendishia axillaris	A.C. Smith	4	6.018611	11.01666	-85.427779	-74.4825	118	281	149	0	0	0	3
Ericaceae	Cavendishia bracteata	(Ruiz & Pav. ex J. St.-Hil.) Hoerold	12	-17.83333	23.95056	-102.575	-63.4583333	148	2210	5508	0	0	0	3
Ericaceae	Cavendishia callista	J.D. Smith	12	-14.1666667	17.5	-96.75	-51.9028	83	500	6299	0	0	0	3
Ericaceae	Cavendishia calycina	A.C. Smith	1	8.5	9.15	-82.9058333	-82.2166667	34	34	2.69	0	0	0	5
Ericaceae	Cavendishia panamensis	Luteyn	2	-6.5	8.86666	-82.55	-79.51666	17	18	53	0	0	0	3
Ericaceae	Cavendishia pubescens	(Kunth) Hemsl.	6	-16.7261	10.5433	-82.7166667	-63.4583333	13	339	3867	0	0	0	3
Ericaceae	Cavendishia revoluta	Luteyn	1	9.21388	9.3333333	-79.3847222	-79.1083333	6	6	0.03	0	0	0	NA
Ericaceae	Cavendishia subfasciculata	Luteyn	2	5.65	8.867858949	-82.5716667	-75.3	28	29	14.68	0	0	0	3
Ericaceae	Cavendishia tenella	A.C. Sm.	2	3.5	8.075	-77.41666	-72.8667	2	13	143	0	0	0	NA
Ericaceae	Comarostaphylis arbutoides	Lindl.	6	8.5	20.632778	-103.0016667	-82.25	68	227	663	0	0	0	20
Ericaceae	Disterigma trimerum	Wilbur & Luteyn	2	8.5	9.384167	-83.231945	-82.1833333	9	15	2.6	0	0	0	4
Ericaceae	Gaultheria erecta	Vent.	15	-27.79722	27.13333	-108.71666	-49.48917	42	1363	9578	0	0	0	7.5
Ericaceae	Lateropora ovata	A.C. Sm.	2	8.5	9.393056	-83.097222	-82.25	13	15	1.39	0	0	0	3
Ericaceae	Pernettya prostrata	(Cav.) DC.	13	-40.76	25.043889	-105.65942	-63.4583333	64	1352	6504	0	0	0	3
Ericaceae	Satyria warszewiczii	Klotzsch	14	-14.1666667	19.3333	-96.6667	-53.0833334	147	565	6883	0	0	0	4
Ericaceae	Vaccinium consanguineum	Klotzsch	4	8.43416	17.749444	-98.063778	-80.86055	66	277	260	0	0	0	10
Ericaceae	Vaccinium costaricense	Wilbur & Luteyn	2	8.73333	10.2972	-84.5	-82.2	11	26	13.25	0	0	0	4
Ericaceae	Vaccinium floccosum	(L.O. Williams) Wilbur & Luteyn	2	8.5	9.404167	-83.0875	-82.2111111	19	24	1.61	0	0	0	4
Ericaceae	Vaccinium luteynii	Wilbur	1	8.7683334	8.8183334	-82.2083333	-82.2	5	5	0.01	0	0	0	4
Ericaceae	Vaccinium poasanum	Donn. Sm.	6	8.5172223	15.775	-90.225	-80.59666	29	267	231	0	0	0	7
Ericaceae	Vaccinium santafeense	Wilbur & Luteyn	1	8.50777	8.517	-81.167	-81.12805	4	4	0.01	0	0	0	3
Erythroxylaceae	Erythroxylum amazonicum	Peyr.	7	-16.6553	11.4358	-79.9166667	-48.1564	11	255	7203	0	0	0	NA
Erythroxylaceae	Erythroxylum areolatum	L.	13	8.9333333	25.1333	-106.411667	-65.6484	3	152	1526	0	0	0	9
Erythroxylaceae	Erythroxylum brennae	D'Arcy & Schanen	1	8.7136111	9.2825	-80.8513889	-78.9319445	21	21	3.71	0	0	0	NA
Erythroxylaceae	Erythroxylum citrifolium	A. St.-Hil.	13	-23.3303	15.05	-86.5	-34.820556	82	1989	12340	10	9.06825172869636	15	10
Erythroxylaceae	Erythroxylum fimbriatum	Peyr.	9	-16.383333	12.5	-85	-39.133333	9	139	7827	0	0	0	NA
Erythroxylaceae	Erythroxylum havanense	Jacq.	23	2.8494	27.015	-108.929167	-59	23	450	3225	0	0	0	6
Erythroxylaceae	Erythroxylum macrophyllum	Cav.	16	-19.971389	23.6166667	-102.575	-39.291667	197	2173	11402	23	3.8260730628432	33	20
Erythroxylaceae	Erythroxylum oxycarpum	O.E. Schulz	5	3.8811	17.16666	-80.4658	-61.67944	9	43	719	0	0	0	NA
Erythroxylaceae	Erythroxylum panamense	Turcz.	6	1.25	18.591667	-96.75	-62.8614	134	228	1441	11	0.513939393939394	20	4
Escalloniaceae	Escallonia myrtilloides	L. f.	9	-36.725	11.052778	-84.5	-63.4583333	18	787	5210	0	0	0	15
Escalloniaceae	Escallonia paniculata	(Ruiz & Pav.) Roem. & Schult.	7	-21.416667	11.1161	-84.176389	-63.57277	4	489	4638	0	0	0	10
Euphorbiaceae	Acalypha costaricensis	(Kuntze) Knobl. ex Pax & K. Hoffm.	6	7.9666667	21.25	-97.958889	-77.6666667	25	125	472	0	0	0	7
Euphorbiaceae	Acalypha cuneata	Poepp.	7	-22.8092	11.45	-80.68	-39.095	3	638	10122	0	0	0	8
Euphorbiaceae	Acalypha diversifolia	Jacq.	17	-23.43028	23.717161	-104.180278	-41.9997	336	2986	12280	23	17.6661415751474	32	10
Euphorbiaceae	Acalypha leptopoda	Müll. Arg.	8	7.42277	23.95056	-103.463333	-80.65388	19	573	1173	0	0	0	4
Euphorbiaceae	Acalypha macrostachya	Jacq.	16	-24.333333	27.045	-107.717778	-39.3111	221	2361	12470	4	0.292272727272727	14	7
Euphorbiaceae	Acalypha muelleriana	Urb.	5	3.0961	13.9666667	-85.35	-65.9119	11	53	929	0	0	0	NA
Euphorbiaceae	Acalypha villosa	Jacq.	20	-25.5833333	23.95046	-105.0444444	-38.4181	50	1112	14396	0	0	0	4
Euphorbiaceae	Actinostemon concolor	(Spreng.) Müll. Arg.	18	-41.02334	21.62111	-85.91666	-34.950278	8	1126	16100	0	0	0	5
Euphorbiaceae	Adelia triloba	(Müll. Arg.) Hemsl.	9	-2.4692	20.8625	-90.3961111	-61.3725	100	301	2298	12	1.69168560606061	9	16
Euphorbiaceae	Adenophaedra grandifolia	(Klotzsch) Müll. Arg.	10	-16.44972	10.0083333	-83.6478	-39.06444	32	125	6696	0	0	0	6
Euphorbiaceae	Alchornea costaricensis	Pax & K. Hoffm.	7	-0.27	18.1534444	-96.8497222	-70.206205	123	334	1075	18	1.25878787878788	29	30
Euphorbiaceae	Alchornea glandulosa	Poepp.	12	-30.4364	14.819222	-86.619143	-36.6872	18	2091	13507	0	0	0	16
Euphorbiaceae	Alchornea grandiflora	Müll. Arg.	7	-17.211667	11.1161	-84.8233	-61.4333333	3	382	4760	0	0	0	NA
Euphorbiaceae	Alchornea grandis	Benth.	7	-17.13694	10.2681	-84.8233	-65.63027	18	122	2947	0	0	1	20
Euphorbiaceae	Alchornea latifolia	Sw.	20	-17.82361	23.95056	-104.825	-60.1889	130	1193	6617	18	4.79552559995932	34	25
Euphorbiaceae	Alchornea megalophylla	Müll. Arg.	2	0.4844	8.1664	-78.1417	-73.250278	12	52	255	0	0	0	10
Euphorbiaceae	Alchornea triplinervia	(Spreng.) Müll. Arg.	16	-31.7725	15	-90.5	-35.7033	16	2482	13660	0	0	0	NA
Euphorbiaceae	Alchorneopsis floribunda	(Benth.) Müll. Arg.	19	-19.976944	19.4586	-88.8113889	-40.589167	11	523	9788	0	0	0	50
Euphorbiaceae	Bernardia macrophylla	Standl.	1	9.084444	9.1166667	-83.08747	-83.06	0	16	0.01	0	0	0	3
Euphorbiaceae	Caryodendron angustifolium	Standl.	3	6.5386	10.431957	-84.3908	-76.631615	3	14	73.64	0	0	0	8
Euphorbiaceae	Cleidion castaneifolium	Müll. Arg.	12	-4.9166667	17.5	-96.75	-65.9119	13	169	2187	0	0	0	15
Euphorbiaceae	Cnidoscolus aconitifolius	(Mill.) I.M. Johnst.	15	-3.8797	23.736111	-106.443357	-63.8881	5	459	3568	0	0	0	6
Euphorbiaceae	Cnidoscolus urens	(L.) Arthur	19	-27.671111	24.525	-105.5	-34.833889	59	931	15062	0	0	4	3
Euphorbiaceae	Conceveiba parvifolia	McPherson	4	5.106498	8.5858	-78.1331	-74.25	12	41	82	0	0	0	NA
Euphorbiaceae	Conceveiba pleiostemona	Donn. Sm.	5	-0.25	12.5	-85.39864	-68.7647	13	101	889	3	0.172348484848485	0	35
Euphorbiaceae	Croton billbergianus	Müll. Arg.	9	5.694917	19.785	-104.228333	-65.9119	189	475	1358	23	5.92778409090909	28	20
Euphorbiaceae	Croton brevipes	Pax	5	6	17.27	-94.16	-77	26	92	257	0	0	0	6
Euphorbiaceae	Croton draco	Schltdl. & Cham.	14	-16.6375	23.6166667	-106.066389	-50.57	132	924	8422	1	0.0151515151515152	13	18
Euphorbiaceae	Croton fragrans	Kunth	3	2.533333	11.3342	-79.7861	-62.8433	16	88	1054	0	0	0	NA
Euphorbiaceae	Croton hircinus	Vent.	6	1.166667	13.9933333	-82.96666	-60.8830556	27	50	1528	0	0	0	NA
Euphorbiaceae	Croton matourensis	Aubl.	12	-17.7275	9.7058	-83.4272	-40.120833	17	553	9003	1	0.236742424242424	0	50
Euphorbiaceae	Croton megistocarpus	J.Á. González & Poveda	2	8.6833333	11.0389	-85.487778	-79.9166667	2	90	27.43	0	0	0	30
Euphorbiaceae	Croton niveus	Jacq.	18	-9.25	27.116667	-109.033333	-58.5	10	957	5377	0	0	0	12
Euphorbiaceae	Croton pachypodus	G.L. Webster	8	-15.5289	14.5	-86.5	-65.5	23	119	2032	1	0.0473484848484848	6	25
Euphorbiaceae	Croton pseudoniveus	Lundell	3	7.8333	24.996667	-107.8166667	-78.81472	11	153	1442	0	0	0	NA
Euphorbiaceae	Croton pungens	Jacq.	6	-4.975	11.1333333	-83.82	-63	32	75	1564	0	0	0	17
Euphorbiaceae	Croton schiedeanus	Schltdl.	17	-15.5289	23.6166667	-105.126944	-44.4419	176	1378	8668	3	0.378787878787879	6	25
Euphorbiaceae	Croton smithianus	Croizat	6	-3.7833333	12.5	-85	-65.9119	27	168	1634	0	0	10	25
Euphorbiaceae	Croton speciosus	Müll. Arg.	6	-14.1666667	10.583333	-83.7781	-53.0833334	2	28	4835	0	0	0	7
Euphorbiaceae	Croton tenuicaudatus	Lundell	3	8.3997	14.5	-86.5	-80.6125	12	41	99	0	0	0	18
Euphorbiaceae	Euphorbia cotinifolia	L.	20	-25.33333	23.458333	-105.85	-52.31	19	354	9062	0	0	0	9
Euphorbiaceae	Euphorbia sinclairiana	Benth.	16	-16.3833334	23	-102	-63.4583333	51	240	4682	0	0	3	5
Euphorbiaceae	Euphorbia tithymaloides	L.	29	-23.52778	28	-105.442808	-36.855833	19	288	12763	0	0	0	3
Euphorbiaceae	Garcia nutans	Vahl	10	3.75	23.23333	-106.261111	-65.9119	5	226	2163	0	0	0	13
Euphorbiaceae	Gitara nicaraguensis	(Hemsl.) Card.-McTeag. & L.J. Gillespie	11	-14.6725	15.05	-85.76666	-59.2545	24	317	4477	0	0	0	15
Euphorbiaceae	Gymnanthes actinostemoides	Müll. Arg.	3	8.0197	23.6166667	-104.2744445	-77.31666	3	25	759	0	0	0	NA
Euphorbiaceae	Gymnanthes dressleri	G.L. Webster	1	9.18888	9.2027778	-79.3916666	-79.38472	2	2	0.01	0	0	0	NA
Euphorbiaceae	Gymnanthes riparia	(Schltdl.) Klotzsch	7	7.83333	24.525	-104.4233	-77.6986	9	204	1161	0	0	0	25
Euphorbiaceae	Hippomane mancinella	L.	29	-2.5064	26.0208	-110.9933333	-57.6166667	43	332	3927	0	0	4	18
Euphorbiaceae	Hura crepitans	L.	31	-25.33333	25.083	-90.225	-42.53083	128	1158	11614	9	0.855018939393939	12	35
Euphorbiaceae	Jatropha curcas	L.	33	-25.9	25.0142	-107.57	-52.27745	65	716	10829	0	0	14	15
Euphorbiaceae	Jatropha gossypiifolia	L.	34	-27.973333	26.86115	-106.887188	-34.863056	24	793	14833	0	0	1	3
Euphorbiaceae	Mabea jefensis	Huft	1	9.18888	9.38333	-79.5053	-78.2478	44	44	1.42	0	0	0	NA
Euphorbiaceae	Mabea klugii	Steyerm.	7	-9.5208	14.5	-85.408334	-63.02056	30	180	2304	0	0	0	18
Euphorbiaceae	Mabea montana	Müll. Arg.	12	-12.83333	14.5	-88.866511	-53.24111	28	263	4999	0	0	0	7
Euphorbiaceae	Mabea occidentalis	Benth.	15	-14.41666	23.95056	-105.2275	-36.425	168	816	10335	11	12.3096590909091	30	15
Euphorbiaceae	Mabea tenorioi	Mart. Gord., J. Jiménez Ram. & Cruz Durán	2	8.8233334	17.5	-96.75	-80.6475	8	14	109	0	0	0	NA
Euphorbiaceae	Manihot aesculifolia	(Kunth) Pohl	8	8.18333	29.205556	-110.924444	-77.7	13	502	1826	0	0	0	5
Euphorbiaceae	Manihot brachyloba	Müll. Arg.	18	-18.644444	19.583	-90.5	-40.624167	7	735	10335	0	0	0	4
Euphorbiaceae	Manihot esculenta	Crantz	23	-31.771944	25.1333333	-106.443	-34.816667	39	2638	15504	0	0	1	4
Euphorbiaceae	Pausandra trianae	(Müll. Arg.) Baill.	11	-19.41306	15.6791667	-86.5	-40.54167	32	734	9362	0	0	0	30
Euphorbiaceae	Sagotia racemosa	Baill.	11	-17.5342	9.9858	-83.67861	-44.4419	9	477	7573	0	0	0	28
Euphorbiaceae	Sapium glandulosum	(L.) Morong	31	-34.81806	23.95046	-105.1833333	-34.7992	154	3740	16795	20	0.920494839332927	33	30
Euphorbiaceae	Sapium laurifolium	(A. Rich.) Griseb.	19	-15.25	22.6547	-92.6633333	-44.3997	29	488	9126	1	0.0303030303030303	0	35
Euphorbiaceae	Sapium pachystachys	K. Schum. & Pittier	4	3.44161	12.5	-85.4786	-74.05	17	78	280	0	0	0	25
