Family	Latin	Author	countries	minLat	maxLat	minLong	maxLong	Npan	N	range	plots	dens	inventories	maxht
Rubiaceae	Palicourea chiriquina	Standl.	2	8.5	9.395833	-83.22815	-81.8083333	21	24	4.44	0	0	0	3
Rubiaceae	Palicourea correae	(Dwyer & M.V. Hayden) Borhidi	4	5.76667	13.7333333	-86.1666667	-76.5833	51	134	187	0	0	0	5
Rubiaceae	Palicourea crocea	(Sw.) Roem. & Schult.	30	-29.4847	23.0489	-96.75	-34.7992	52	1802	14779	0	0	7	5
Rubiaceae	Palicourea cyanococca	(Seem. ex Dombrain) Borhidi	8	-2.5780556	17.0166667	-92.2666667	-75.7922222	182	483	606	1	0.00166666666666667	5	2
Rubiaceae	Palicourea deflexa	(DC.) Borhidi	25	-27.5714	23.6166667	-102.575	-34.8789	212	2415	14293	5	0.416944910514541	23	3
Rubiaceae	Palicourea deneversii	(C.M. Taylor) Borhidi	1	9.31667	9.35	-78.9666667	-78.9167	4	4	0.01	0	0	0	4
Rubiaceae	Palicourea discolor	K. Krause	4	3.8666667	15.775	-90.225	-76.9166667	34	74	191	0	0	0	6.5
Rubiaceae	Palicourea elata	(Sw.) Borhidi	11	-2.41666	20.0083333	-97.3216667	-72.8667	353	1164	1363	3	1.05040548098434	20	8
Rubiaceae	Palicourea eurycarpa	(Standl.) C.M. Taylor 	3	7.33333	13.7833333	-85.49187	-80.5	4	102	99	0	0	0	6
Rubiaceae	Palicourea gaitalensis	(C.M. Taylor) Borhidi	1	8.6366666	8.66666	-80.16666	-80.1294445	2	2	0.01	0	0	0	3
Rubiaceae	Palicourea galeottiana	M. Martens	9	6.7442	19.4916666	-101.0833333	-76.36	11	106	708	0	0	0	5
Rubiaceae	Palicourea garciae	Standl.	6	-10.65	11.1161	-84.8333333	-66.7122	27	285	1916	0	0	0	5
Rubiaceae	Palicourea glomerulata	(Donn. Sm.) Borhidi	10	1.58475	17.25	-90.225	-58.63333333	117	380	1603	0	0	2	4
Rubiaceae	Palicourea goldmanii	(Standl.) Borhidi	3	6.076392	10.32	-84.78	-73.134792	27	67	71	0	0	0	3
Rubiaceae	Palicourea gomezii	C.M. Taylor	5	-13.28333	10.671389	-84.990278	-70.75	6	140	1262	0	0	0	5
Rubiaceae	Palicourea gracilenta	(Müll. Arg.) Borhidi	19	-24.715	20.598889	-98.9	-35.186666	69	667	13032	1	0.0069910514541387	3	3
Rubiaceae	Palicourea guianensis	Aubl.	25	-22.48222	23	-102	-35	300	2785	12993	12	2.76011884787472	62	10
Rubiaceae	Palicourea hammelii	C.M. Taylor	2	8.485	10.30833	-84.8	-81.7689	20	30	14.99	0	0	0	5
Rubiaceae	Palicourea hazenii	(Standl.) Borhidi	6	-3.6767	14.9980555	-88.9402777	-72.8667	16	243	736	0	0	0	3
Rubiaceae	Palicourea hoffmannseggiana	(Willd. ex Roem. & Schult.) Borhidi	18	-28.7	23.6166667	-102.575	-34.806583	115	1754	13698	1	0.000416666666666667	6	4
Rubiaceae	Palicourea hondensis	(Standl.) C.M. Taylor	4	8.46	14.5	-86.5	-80.11333	21	203	99	1	0.0151515151515152	0	15
Rubiaceae	Palicourea horquetensis	(Dwyer & Hayden) A. C. Berger & C. M. Taylor	2	8.3997	10.3666667	-84.8666667	-81.7583	17	33	22.07	0	0	0	10
Rubiaceae	Palicourea lancifera	Standl. & L.O. Williams	3	-1.09367	10.95	-85.459903	-67.573444	7	42	515	0	0	0	5
Rubiaceae	Palicourea lasiorrhachis	Oerst.	4	-4.5867	10.5	-84.8333333	-72.2383	73	449	754	0	0	0	6.5
Rubiaceae	Palicourea longicuspis	(Müll. Arg.) Borhidi	11	-16.7261	11.36666	-84.3758334	-51.835	88	413	7033	3	0.651041666666667	6	6
Rubiaceae	Palicourea longiinvolucrata	A.C. Berger	10	-14.1666667	17.01666	-88.9186111	-53.0833334	16	119	4377	0	0	0	4
Rubiaceae	Palicourea longirostris	(Rusby) Borhidi	5	-5.05166	11.1072222	-80.6025	-65.9119	4	88	1390	0	0	0	5
Rubiaceae	Palicourea luxurians	(Rusby) Borhidi	10	-16.7261	12.31666	-85.3125	-59.95	177	351	4866	3	0.272253787878788	13	8
Rubiaceae	Palicourea microbotrys	(Ruiz ex Standl.) Borhidi	13	-17.68138	16.4833333	-89.0666667	-48.405278	59	420	7678	0	0	0	4
Rubiaceae	Palicourea molliramis	K. Schum. & K. Krause	8	-1.4628	23.6166667	-102.575	-61.61666	98	225	2305	0	0	0	8
Rubiaceae	Palicourea montensis	Dwyer	2	8.5230556	10.28	-84.78	-79.375	7	21	21.56	0	0	0	8
Rubiaceae	Palicourea mortoniana	(Standl.) Borhidi	2	7.3094	10.33333	-84.75	-77.26666	9	74	68.14	0	0	0	6
Rubiaceae	Palicourea muscosa	(Jacq.) Steyerm.	9	-15.1725	14.6788889	-84.45	-51.75	10	147	4966	0	0	0	3
Rubiaceae	Palicourea ochnoides	Dwyer	2	6.2386	9.1656	-82.5067	-75.0975	14	18	37.45	0	0	0	5
Rubiaceae	Palicourea orosiana	C.M. Taylor	2	8.5325	10.0114	-84.1419	-81.8291667	8	41	10.52	0	0	0	8
Rubiaceae	Palicourea ovalis	Standl.	3	-4.4661	9.25	-82.66666	-72.7878	3	89	558	0	0	0	7
Rubiaceae	Palicourea padifolia	(Willd. ex Roem. & Schult.) C.M. Taylor & Lorence	9	4.938132	23	-104.991111	-73.1	123	1107	1185	0	0	0	8
Rubiaceae	Palicourea paniculata	(L. f.) P.L.R. Moraes & C.M. Taylor	9	-17.74166	9.8002778	-77.8333333	-39.7	11	133	8684	0	0	0	5
Rubiaceae	Palicourea paradichroa	(C.M. Taylor) Borhidi	1	8.48222	9.5492	-82.7322223	-78.9669	81	81	16.74	0	0	0	5
Rubiaceae	Palicourea pendula	C.M. Taylor	2	7.7608	9.8906	-84.3908	-77.6836	58	67	49.88	0	0	0	8
Rubiaceae	Palicourea pereziana	C.M. Taylor	2	8.485	9.8486	-84.1419	-81.7689	4	26	6.57	0	0	0	8
Rubiaceae	Palicourea pilosa	(Ruiz et Pav.) Borhidi	9	-17.2828333	15.775	-90.225	-64.7626667	86	779	3608	0	0	0	3
Rubiaceae	Palicourea platypoda	(DC.) Borhidi	12	-25	10.45	-84.8333	-34.901619	4	642	11946	0	0	0	3
Rubiaceae	Palicourea pseudaxillaris	(Wernham) C.M. Taylor	5	-2.8	12.5	-85.3963889	-72.8667	37	236	581	0	0	0	NA
Rubiaceae	Palicourea psychotrioides	(C.M. Taylor & Hammel) C.M. Taylor	2	8.3997	10.901668	-85.325008	-81.7583	5	55	38.61	0	0	0	12
Rubiaceae	Palicourea pubescens	(Sw.) Borhidi	17	3.333333	23.6166667	-103.7133333	-56.816667	48	952	2656	0	0	16	6
Rubiaceae	Palicourea purpurea	C.M. Taylor	3	7.3094	10.236389	-84.169464	-77.3333333	119	191	62.57	0	0	0	10
Rubiaceae	Palicourea pyramidalis	Standl.	3	-3.6833333	8.9772223	-79.73333	-72.8667	16	145	428	0	0	0	3
Rubiaceae	Palicourea racemosa	(Aubl.) Borhidi	16	-22.5833333	17.78333	-95.75	-35.00277	139	1182	12140	2	0.00291666666666667	5	4
Rubiaceae	Palicourea recordiana	(Standl.) Borhidi	6	-2.1666667	13.7	-86.58333	-69.08333	8	96	733	0	0	0	3
Rubiaceae	Palicourea rigidifolia	(Dwyer & M.V. Hayden) Dwyer	3	3.8811	10.0166667	-84.7305556	-72.8667	16	66	271	0	0	0	5
Rubiaceae	Palicourea roseocremea	(Dwyer) C.M. Taylor	1	8.66666	9.5492	-80.6872222	-78.8333333	30	30	8.13	0	0	0	7
Rubiaceae	Palicourea roseofaucis	C.M. Taylor	1	8.485	8.7816667	-82.2666667	-81.7689	10	10	0.91	0	0	0	12
Rubiaceae	Palicourea salicifolia	Standl.	3	3.8811	10.2116667	-84.3811111	-72.8667	3	115	37	0	0	0	4
Rubiaceae	Palicourea sanblasensis	(C.M. Taylor) Borhidi	2	7.0041667	9.5492	-81.1386111	-77.45833	73	74	37.69	0	0	0	5
Rubiaceae	Palicourea schunkei	(C.M. Taylor) C.M. Taylor	6	-12.6567	12.5	-85	-70	29	149	1550	0	0	0	5
Rubiaceae	Palicourea seemannii	Standl.	6	-13.2436111	12.5	-85	-70.8125	37	110	1386	0	0	0	5
Rubiaceae	Palicourea simiarum	(Standl.) Borhidi	7	9.25	18.5847222	-95.08333	-79.5	2	152	453	0	0	0	15
Rubiaceae	Palicourea soejartoi	(C.M. Taylor) C.M. Taylor	2	3.8811	8.6416666	-77.4	-72.8667	1	11	56	0	0	0	4
Rubiaceae	Palicourea solitudinum	(Standl.) Borhidi	4	-9.3008333	10.840278	-84.8233	-72.8667	49	334	870	0	0	0	5
Rubiaceae	Palicourea standleyana	C.M. Taylor	4	-3.6411111	10.5	-84.8333333	-74.97896	11	120	360	0	0	0	7
Rubiaceae	Palicourea suerrensis	(Donn.-Sm.) Borhidi	6	-2.1666667	15.7430555	-87.6166667	-73.630278	94	505	735	3	1.4287961409396	3	3
Rubiaceae	Palicourea tacarcunensis	(Dwyer) C.M. Taylor	2	6.78333	8.7	-77.65	-76.25	2	4	0.75	0	0	0	3
Rubiaceae	Palicourea tetragona	(Donn. Sm.) C.M. Taylor & Lorence	7	8.3119	23	-102	-81.7583	20	743	779	0	0	0	10
Rubiaceae	Palicourea tomentosa	(Aubl.) Borhidi	18	-24.043	23.6166667	-102.575	-35.75	272	2674	12256	2	1.21032578299776	30	3
Rubiaceae	Palicourea torresiana	(Standl.) Borhidi	2	8.7956	10.34167	-84.8333333	-82.3216667	8	65	8.56	0	0	0	4
Rubiaceae	Palicourea triphylla	DC.	16	-19.9594	21.6347222	-94.1	-43.4153	89	766	10083	0	0	11	5
Rubiaceae	Palicourea tsakiana	(C.M. Taylor) C.M. Taylor	3	8.03333	12.5	-85	-77.4	3	50	72.12	0	0	0	10
Rubiaceae	Palicourea tubuliflora	Dwyer	1	9.21388	9.2578	-79.5	-79	13	13	0.09	0	0	0	10
Rubiaceae	Palicourea tumidonodosa	Dwyer	2	3.8811	8.75	-82.2666667	-72.8667	4	5	78	0	0	0	3
Rubiaceae	Palicourea tutensis	(Dwyer) C.M. Taylor	1	8.48222	8.8166667	-82.4	-81.0069	9	9	1.45	0	0	0	4
Rubiaceae	Palicourea umbelliformis	(Dwyer & M.V. Hayden) C.M. Taylor	2	8.4822223	10.63	-84.606945	-79.2583333	58	85	37.79	5	0.921401515151515	5	10
Rubiaceae	Palicourea valeriana	(Standl.) C.M. Taylor	3	7.3	11.0333333	-85.486111	-77.55	13	119	83.54	0	0	0	8
Rubiaceae	Palicourea vestita	Standl.	2	8.48222	10	-84.8333	-80.6367	11	38	29.94	0	0	0	4
Rubiaceae	Palicourea violacea	(Aubl.) A. Rich.	17	-25.1333333	17.53944	-89.22083	-34.820556	183	1266	12827	0	0	0	NA
Rubiaceae	Palicourea winkleri	Borhidi	13	-17.14388	16.8308334	-92.586667	-63.4583333	127	589	3180	0	0	0	NA
Rubiaceae	Pentagonia angustifolia	C.M. Taylor	2	3.93333	8.5508333	-81.1713889	-74.75	7	15	59.3	0	0	0	4
Rubiaceae	Pentagonia costaricensis	(Standl.) W.C. Burger & C.M. Taylor	4	5.8342	12.5	-85.491389	-75.7397	25	122	154.79	1	0.0303030303030303	0	18
Rubiaceae	Pentagonia donnell-smithii	(Standl.) Standl.	6	2.8594	15.76277	-90.5	-76.58333	15	119	382	0	0	0	3.5
Rubiaceae	Pentagonia dwyeriana	C.M. Taylor	1	9.0497	9.5492	-80.5428	-79.55	5	5	0.61	0	0	0	5
Rubiaceae	Pentagonia gymnopoda	(Standl.) Standl.	2	7.66666	10	-84.8333	-77.68333	43	46	67.17	4	4.55729166666667	16	6
Rubiaceae	Pentagonia macrophylla	Benth.	8	-13.28333	15	-90.5	-70.166667	208	441	1963	20	7.41130173378076	27	8
Rubiaceae	Pentagonia nuciformis	Dwyer	3	3.8811	10.643889	-84.198611	-72.8667	27	62	161	0	0	0	15
Rubiaceae	Pentagonia parvifolia	Steyerm.	4	-12	9.41848	-79.5392	-70.03333	4	28	1378	1	0.0473484848484848	0	15
Rubiaceae	Pentagonia pinnatifida	Seem.	3	1	9.3916666	-82.88333	-72.8667	54	87	337	0	0	0	6
Rubiaceae	Pentagonia sanblasensis	C.M. Taylor	1	9.2833333	9.5492	-79.6586	-78.9	13	13	0.69	0	0	0	5
Rubiaceae	Pentagonia tinajita	Seem.	4	1.16666	10.0114	-84.8333	-77.31666	4	89	76	0	0	0	3
Rubiaceae	Pentagonia wendlandii	Hook.	3	3.82805	10.4233	-84.0122	-76.43333	31	57	117.01	0	0	1	3.5
Rubiaceae	Pittoniotis trichantha	Griseb.	6	3.8811	16.5166667	-90.5	-58.9166667	110	167	1467	18	3.02320075757576	21	20
Rubiaceae	Pogonopus exsertus	(Oerst.) Oerst.	6	1.1	17.5	-96.75	-72.8667	54	177	616	1	0.696496212121212	2	6
Rubiaceae	Posoqueria chocoana	C.M. Taylor	3	-0.61666	9.5166667	-81.175	-75.83333	24	38	150	0	0	0	20
Rubiaceae	Posoqueria coriacea	M. Martens & Galeotti	10	-15.8889	23.6166667	-102.575	-39.083333	11	262	9120	0	0	1	13
Rubiaceae	Posoqueria correana	C.M. Taylor	1	8.4833	9.3666667	-80.7564113	-78.5833333	18	18	8.1	0	0	0	10
Rubiaceae	Posoqueria costaricensis	C.M. Taylor	2	8.3997	10.383333	-84.75	-81.7583	3	29	18.68	0	0	0	10
Rubiaceae	Posoqueria grandiflora	Standl.	2	8.45	10.840278	-85.07	-79.30861	8	80	51.48	0	0	0	10
Rubiaceae	Posoqueria laevis	C.M. Taylor	1	8.5661	9.1656	-82.5067	-80.5908333	33	33	4.76	0	0	0	10
Rubiaceae	Posoqueria latifolia	(Rudge) Roem. & Schult.	20	-30.0642	23.6166667	-102.575	-34.8125	341	3294	14396	30	12.1725310148465	50	12
Rubiaceae	Psychotria bakeri	Dwyer	1	7.3094	8.85	-82.5333333	-80.3333	7	7	6.91	0	0	0	15
Rubiaceae	Psychotria calophylla	Standl.	7	-0.8694445	17.5	-96.75	-77.265558	63	89	447	4	1.4625946969697	8	15
Rubiaceae	Psychotria carthagenensis	Jacq.	23	-34.5825	23.6166667	-105.2929	-34.8408	114	4186	17047	0	0	0	6
Rubiaceae	Psychotria cascajalensis	C.W. Ham.	1	8.4833	9	-80.6367	-79.61666	8	8	1.83	0	0	0	10
Rubiaceae	Psychotria chagrensis	Standl.	10	-16.1333333	19.3333	-96.6667	-67.7666667	115	318	2310	4	0.140370525727069	15	3
Rubiaceae	Psychotria chiriquina	Standl.	4	1.1286	13.4333333	-86.5833333	-72.8667	35	91	377	0	0	0	6
Rubiaceae	Psychotria clivorum	Standl. & Steyerm.	7	6	19.3333	-96.825	-76.7833333	11	71	536	0	0	0	6
Rubiaceae	Psychotria convergens	C.M. Taylor	4	-4.42055	10.12789	-84.11462	-74.7447	3	50	409	0	0	0	5
Rubiaceae	Psychotria durilancifolia	Dwyer	1	7.93333	9.5492	-79.6916666	-77.6986	21	21	14.61	0	0	0	9
Rubiaceae	Psychotria fruticetorum	Standl.	6	8.25805	19.93138	-96.01666	-77.87638	10	245	553	0	0	0	3
Rubiaceae	Psychotria gentryi	(Dwyer) C.M. Taylor	3	-3.67027	6.7442	-81.8333334	-64.6788	0	84	881	0	0	0	NA
Rubiaceae	Psychotria graciliflora	Benth.	10	4.55	23.1	-99.92	-52.45	99	489	2057	1	0.0270833333333333	5	3
Rubiaceae	Psychotria grandis	Sw.	16	-2.7281	22.8411	-104.441667	-61.9639	152	635	2581	15	2.02848484848485	11	10
Rubiaceae	Psychotria horizontalis	Sw.	18	-26.02	23	-105.516944	-52.8731	215	985	9060	12	8.871875	28	3
Rubiaceae	Psychotria jefensis	Dwyer ex C.M. Taylor	3	6.08333	9.9828	-83.4272	-77.26666	4	11	64.43	0	0	0	4
Rubiaceae	Psychotria jimenezii	Standl.	2	9.3364	10.9778	-85.4794	-82.93	1	84	14.34	0	0	0	7
Rubiaceae	Psychotria liesneri	Dwyer	1	9.16611	9.225	-79.41694	-79.4011111	6	6	0.01	0	0	0	3
Rubiaceae	Psychotria limonensis	K. Krause	10	3.8811	21.510278	-105.044167	-65.9119	61	457	1613	2	0.0291666666666667	5	5
Rubiaceae	Psychotria lupulina	Benth.	11	-24.075	11.2	-83.7833	-35.002778	1	674	11619	0	0	0	NA
Rubiaceae	Psychotria marginata	Sw.	17	-18.10833	23.6166667	-102.575	-51.7144	317	1281	8134	20	5.26895833333333	31	4
Rubiaceae	Psychotria micrantha	Kunth	10	-12.162167	17.5	-96.75	-65.9119	89	454	3043	0	0	11	8
Rubiaceae	Psychotria monsalveae	C.M. Taylor	3	3.8811	9.3	-79.2666667	-72.05	4	65	284	0	0	0	8
Rubiaceae	Psychotria nervosa	Sw.	21	-4	29.353972	-105.851389	-58.7017	91	712	4051	0	0	9	3
Rubiaceae	Psychotria nubiphila	Dwyer	3	7.3094	10.671389	-84.990278	-80.1041667	52	141	52.89	0	0	0	13
Rubiaceae	Psychotria olgae	Dwyer & M.V. Hayden	1	9.21388	9.2578	-79.5	-79	11	11	0.09	0	0	0	10
Rubiaceae	Psychotria orosiana	Standl.	3	5.824472	10.955333	-85.493944	-74.860917	33	119	131.33	0	0	0	5
Rubiaceae	Psychotria pacorensis	C.W. Ham.	2	9.2027778	15.05	-84.8333333	-79.31388	3	4	1	0	0	0	3
Rubiaceae	Psychotria panamensis	Standl.	11	-6.06666	19.38333	-97.016667	-50.23333	87	626	2958	3	0.891098484848485	1	13
Rubiaceae	Psychotria parvifolia	Benth.	4	8.5	16.51806	-88.90306	-82.25	6	81	72	0	0	0	3
Rubiaceae	Psychotria philacra	Dwyer	1	8.1333333	8.1666667	-77.2833333	-77.2666667	2	2	0.01	0	0	0	3
Rubiaceae	Psychotria psychotriifolia	(Seem.) Standl.	6	-1.4628	14.1163889	-85.6333333	-72.7	114	235	712	1	0	7	4
Rubiaceae	Psychotria quinqueradiata	Pol.	8	8.46	22.175	-98.029167	-80.125	2	260	654	0	0	0	5
Rubiaceae	Psychotria remota	Benth.	12	-19.44694	12.5	-85	-47.4064	67	813	7770	0	0	4	6
Rubiaceae	Psychotria sarapiquensis	Standl.	8	8.0159	19.3333	-96.854917	-76.2015	36	118	587	0	0	0	10
Rubiaceae	Psychotria sixaolensis	C.W. Ham.	2	8.8305556	10.0114	-83.9519	-80.6583333	4	24	4.17	0	0	0	3
Rubiaceae	Psychotria subsessilis	Benth.	8	8.5361111	23.6166667	-102.575	-80.1083333	7	212	643	0	0	0	3
Rubiaceae	Psychotria sylvivaga	Standl.	4	0.86666	10.5	-84.833334	-73.133333	20	153	257	0	0	0	10
Rubiaceae	Psychotria tenuifolia	Sw.	22	-23.884083	29.1553	-105.25	-38.858944	26	554	12613	1	0	0	3
Rubiaceae	Psychotria trichotoma	M. Martens & Galeotti	14	-17.5128	23.950465	-104.9433333	-59.9411	17	563	6020	0	0	0	6
Rubiaceae	Psychotria viridis	Ruiz & Pav.	16	-23.5475	22.8411	-96.75	-42.825306	28	554	11332	0	0	0	5
Rubiaceae	Randia aculeata	L.	28	-3.8194445	27.9664	-108.911111	-59.4383	106	1545	4476	0	0	7	5
Rubiaceae	Randia armata	(Sw.) DC.	23	-29.886944	26.358333	-111.741667	-34.8608	228	3106	15254	13	2.99559779845434	10	15
Rubiaceae	Randia brenesii	Standl.	4	3.8811	12.5	-85.3303	-72.8667	7	100	166	0	0	0	8
Rubiaceae	Randia calycosa	Standl.	2	8.4936	10.95	-85.49	-80.60972	7	61	39.4	0	0	0	10
Rubiaceae	Randia genipoides	Dwyer	3	8.3997	12.5	-85.6166667	-81.7583	6	80	72.31	0	0	0	21
Rubiaceae	Randia gentryi	Dwyer	3	5.05	10.3019	-84.8233	-76.43333	21	53	121.77	0	0	0	10
Rubiaceae	Randia grandifolia	(Donn. Sm.) Standl. 	8	0.5166667	18.6	-96.75	-71.761522	84	416	818	6	2.99479166666667	7	10
Rubiaceae	Randia grayumii	Dwyer & Lorence	2	8.7778	10.6833333	-83.9519	-79.08333	6	18	16.67	0	0	0	6
Rubiaceae	Randia hondensis	H. Karst.	4	-3.833333	10.61666	-79.41560364	-65.06666	9	61	1677	1	0.0473484848484848	0	14
Rubiaceae	Randia lasiantha	(Standl.) Standl.	4	7.4836111	15.9108333	-86.5	-78.76	20	43	211	0	0	4	9
Rubiaceae	Randia mira	Dwyer	3	8.7833333	12.5	-85	-78.9330556	13	35	47.22	0	0	0	8
Rubiaceae	Randia tomatillo	Loes.	2	9.4333333	23.6166667	-102.575	-78.95	1	6	263	0	0	0	4
Rubiaceae	Raritebe palicoureoides	Wernham	7	-12.9166667	12.5	-85.4794	-69.2317	262	710	1905	0	0	1	4
Rubiaceae	Rogiera amoena	Planch.	9	0.12194	23.95056	-105.851389	-78.61833	67	370	1153	0	0	1	10
Rubiaceae	Ronabea latifolia	Aubl.	16	-20.532778	17.215	-90.4427777	-34.916203	144	802	11441	7	2.49842701342282	16	3
Rubiaceae	Rondeletia hameliifolia	Dwyer & M.V. Hayden	2	7.3094	10.919444	-85.864444	-80.13333	29	44	55.01	0	0	1	8
Rubiaceae	Rondeletia panamensis	DC.	1	7.5	9.305	-80.1238889	-77.18333	52	52	16.88	0	0	5	6
Rubiaceae	Rosenbergiodendron formosum	(Jacq.) Fagerl.	10	-15.4666667	12.212308	-82.7881	-52.33	86	234	5857	6	0.609791666666667	16	10
Rubiaceae	Rudgea colombiana	Standl.	3	-0.8166667	9.4314	-80.7075	-72.8667	23	74	330	0	0	0	16
Rubiaceae	Rudgea cornifolia	(Kunth) Standl.	18	-23.2025	23.6166667	-105.1927777	-40.3375	133	1278	12329	6	2.99479166666667	6	5
Rubiaceae	Rudgea hemisphaerica	Dwyer ex C.M. Taylor	1	8.8361111	9.5116667	-80.65	-78.91	17	17	4.81	0	0	0	3
Rubiaceae	Rudgea isthmensis	Standl.	2	6.51669	9.4416666	-79.97055	-74.09996	11	12	30	0	0	1	5
Rubiaceae	Rudgea mcphersonii	Dwyer ex C.M. Taylor	1	9.0497	9.42	-80.5428	-79.6	11	11	0.25	0	0	0	10
Rubiaceae	Rudgea panamensis	(Dwyer) C.M. Taylor	2	-0.6333333	9.5492	-79.6586	-76.5	5	6	6	0	0	0	5
Rubiaceae	Rudgea pittieri	Standl.	2	2.8594	9.55	-80.4833333	-72.8667	90	105	204	5	2.00047348484848	10	10
Rubiaceae	Rudgea reducticalyx	Dwyer	3	8.485	12.5	-85.45	-79.3553	14	125	82.64	0	0	0	4
Rubiaceae	Rudgea sanblasensis	C.M. Taylor	1	9.2347222	9.3022	-78.25	-78.2478	4	4	0.01	0	0	0	5
Rubiaceae	Rudgea skutchii	Standl.	5	-5.75	10.64	-84.8333	-72.8667	73	180	796	0	0	1	5
Rubiaceae	Rudgea trifurcata	Gómez-Laur.	3	3.8811	10.61111	-84.99583	-72.8667	3	47	61	0	0	0	6
Rubiaceae	Rustia costaricensis	(Standl.) Lorence	2	8.2833333	10.2681	-84.8333	-80.8467	12	46	33.59	0	0	0	20
Rubiaceae	Rustia dressleri	Delprete	1	9.25	9.3833333	-79.5053	-78.2478	8	8	1.21	0	0	0	7
Rubiaceae	Rustia occidentalis	(Benth.) Hemsl.	6	0.7906	15	-90.5	-71.39972	30	154	812	0	0	0	5
Rubiaceae	Schizocalyx veraguensis	(Dwyer) Kainul. & B. Bremer	3	8.1667	9.8486	-84.1419	-74.9167	18	41	56.98	0	0	0	12
Rubiaceae	Schradera neeoides	Standl. ex Steyerm.	3	0.91666	9.38333	-82.6	-72.8667	48	56	268	0	0	0	6
Rubiaceae	Schradera rotundata	Standl. ex Steyerm.	2	3.75	9.25	-82.25	-72.8667	9	17	143	0	0	0	3
Rubiaceae	Simira klugei	(Standl.) Steyerm.	3	3.8811	12.2483	-80.4658	-64.3842	4	23	815	0	0	0	8
Rubiaceae	Simira maxonii	(Standl.) Steyerm.	4	1.616389	12.5	-85.285167	-74.89	34	142	284	0	0	2	20
Rubiaceae	Simira panamensis	(Dwyer) C.M. Taylor	2	6.08333	9.16416	-82.66138	-76.43333	5	12	43.16	0	0	0	18
Rubiaceae	Sommera donnell-smithii	Standl.	5	5.283235	14.96666	-89.15	-75.75	68	305	259	0	0	0	15
Rubiaceae	Stachyarrhena heterochroa	Standl.	1	8.0197	9.5833333	-80	-77.6986	43	43	15.43	1	2.60416666666667	4	15
Rubiaceae	Stenosepala hirsuta	C.H. Perss.	2	3.8811	8.652868	-77.75	-72.8667	5	59	185	0	0	0	10
Rubiaceae	Stenostomum acreanum	(K. Krause) Achille & Delprete	11	-16.3833334	9.8628	-85.0511	-52.7	30	200	6678	0	0	0	17
Rubiaceae	Stenostomum darienense	(Dwyer) C.M. Taylor	2	6.35	7.5833333	-78.1331	-76.4333333	3	5	4.62	0	0	0	NA
Rubiaceae	Tocoyena pittieri	(Standl.) Standl.	6	-2.4	14.5	-86.5	-72.433333	62	183	746	12	0.757100366076876	11	18
Rubiaceae	Warszewiczia coccinea	(Vahl) Klotzsch	15	-17.76666	21.33333	-157.83333	-43.485	88	1466	9558	4	0.353219696969697	14	15
Rubiaceae	Wittmackanthus stanleyanus	(R.H. Schomb.) Kuntze	5	-4.8781	10.193056	-78.1331	-58.6039	6	111	2187	0	0	0	35
Rutaceae	Amyris balsamifera	L.	17	-0.483333	28.057492	-111.182222	-61.244251	4	180	3099	0	0	0	8
Rutaceae	Amyris pinnata	Kunth	8	-9.1839	14.41667	-89.38855	-62.4558	6	206	2660	0	0	0	25
Rutaceae	Conchocarpus guyanensis	(Pulle) Kallunki & Pirani	9	-10.8339	12.5	-85.316667	-47.2097	10	77	5689	0	0	0	10
Rutaceae	Conchocarpus nicaraguensis	(Standl. & L.O. Williams) Kallunki & Pirani	4	6.5386	13.25	-85.56666	-76.7719	42	125	153	0	0	2	8
Rutaceae	Conchocarpus toxicarius	(Spruce ex Engl.) Kallunki & Pirani	5	-10.8339	9.3333333	-78.9666667	-46.0122	3	37	4346	0	0	0	NA
Rutaceae	Conchocarpus ucayalinus	(Huber) Kallunki & Pirani	9	-16.7261	9.075	-80.5833333	-50.015722	2	68	6552	0	0	0	NA
Rutaceae	Desmotes incomparabilis	(L. Riley) Kallunki	2	6.25	7.56027	-81.87	-76.83333	7	8	0.61	0	0	0	NA
Rutaceae	Esenbeckia berlandieri	Baill. ex Hemsl.	8	8.6005556	26.484801	-110.133333	-75.09425	2	706	1596	0	0	0	8.5
Rutaceae	Esenbeckia panamensis	T.S. Elias	3	-9.1839	9.5492	-81.82083	-73.05	28	44	835	0	0	3	NA
Rutaceae	Esenbeckia pentaphylla	(Macfad.) Griseb.	11	-1.0353	21.37777	-96.1	-72.8667	6	91	1257	0	0	0	30
Rutaceae	Galipea panamensis	T.S. Elias	2	3.8811	9.5492	-80.5428	-72.8667	18	33	150	0	0	2	NA
Rutaceae	Hortia brasiliana	Vand. ex DC.	5	-25.6	9.45	-82.1029	-34.9464	33	448	9250	6	0.995265151515151	12	NA
Rutaceae	Peltostigma guatemalense	(Standl. & Steyerm.) Gereau	6	-11.93333	15	-90.5	-71.26666	11	101	979	0	0	0	11
Rutaceae	Raputiarana heptaphylla	(Pittier) Kallunki	3	-10.1522222	8.8958	-80.7088889	-71.941689	4	6	788	0	0	0	NA
Rutaceae	Raputiarana subsigmoidea	(Ducke) Emmerich	5	-10.8339	8.9497	-80.66	-52.8731	7	38	2594	0	0	0	NA
Rutaceae	Ravenia rosea	Standl.	6	6.0481	15.5	-85.76666	-75.5	22	224	242	0	0	0	8
Rutaceae	Stauranthus perforatus	Liebm.	3	8.62333	23	-102	-79.3553	7	54	468	0	0	3	16
