"sp6","sp6curr","sp6prior","sp4","Current_order","Current_family","Current_name","Current_name_author","synonyms","vouchers","habit","Accepted_name","Accepted_name_author","Accepted_name_rank","Accepted_family","currnamechanged","sp6changed","acceptednamedif","notes","gbif_accepted_scientific_name","gbif_accepted_taxon_id","taxon_code"
"melope","melope",NA,"MELP","Cucurbitales","Cucurbitaceae","Melothria pendula","L.",NA,NA,"Climbing","Melothria pendula","L.","species","Cucurbitaceae",FALSE,NA,FALSE,NA,"Melothria pendula",2874550,"Melothria pendula-MELOPE-MELP"
"melotr","melotr",NA,"MELT","Cucurbitales","Cucurbitaceae","Melothria trilobata","Cogn.",NA,NA,"Climbing","Melothria trilobata","Cogn.","species","Cucurbitaceae",FALSE,NA,FALSE,NA,"Melothria trilobata",7317621,"Melothria trilobata-MELOTR-MELT"
"mendgr","mendgr",NA,"MENG","Lamiales","Acanthaceae","Mendoncia costaricana","Oerst.","Mendoncia gracilis","R. Pérez 2294 (PMA, SCZ)","Climbing","Mendoncia costaricana","Oerst.","species","Acanthaceae",FALSE,NA,FALSE,NA,"Mendoncia costaricana",3772633,"Mendoncia costaricana-MENDGR-MENG"
"mendre","mendre",NA,NA,"Lamiales","Acanthaceae","Mendoncia retusa","Turrill",NA,"R. Pérez 2072 (PMA, SCZ)","Climbing","Mendoncia retusa","Turrill","species","Acanthaceae",FALSE,NA,FALSE,NA,"Mendoncia retusa",3771888,"Mendoncia retusa-MENDRE"
"merrum","merrum",NA,NA,"Solanales","Convolvulaceae","Merremia umbellata","(L.) Hallier f.",NA,NA,"Climbing","Merremia umbellata","Hallier f.","species","Convolvulaceae",FALSE,NA,FALSE,NA,"Camonea umbellata",9452352,"Merremia umbellata-MERRUM"
"mesetr","mesetr",NA,"MEST","Gentianales","Apocynaceae","Mesechites trifidus","(Jacq.) Müll. Arg.",NA,"R. Pérez 2063 y 2204 (PMA, SCZ)","Climbing","Mesechites trifidus","(Jacq.) Müll.Arg.","species","Apocynaceae",FALSE,NA,FALSE,NA,"Mesechites trifidus",7317257,"Mesechites trifidus-MESETR-MEST"
"micoaf","micoar","micoaf","MIC1","Myrtales","Melastomataceae","Miconia affinis","DC.",NA,"R. Pérez 1874","Freestanding","Miconia affinis","DC.","species","Melastomataceae",FALSE,TRUE,FALSE,"Code sp6 changed from sp6curr or sp6prior.","Miconia affinis",3188559,"Miconia affinis-MICOAF-MIC1"
"micoar","micoar","micoar","MIC2","Myrtales","Melastomataceae","Miconia argentea","(Sw.) DC.",NA,"R. Pérez 1812","Freestanding","Miconia argentea","(Sw.) DC.","species","Melastomataceae",FALSE,FALSE,FALSE,NA,"Miconia argentea",3859926,"Miconia argentea-MICOAR-MIC2"
"micoba","micoba",NA,NA,"Myrtales","Melastomataceae","Miconia barbinervis","(Benth.) Triana",NA,NA,"Freestanding","Miconia barbinervis","(Benth.) Triana","species","Melastomataceae",FALSE,NA,FALSE,NA,"Miconia barbinervis",3859193,"Miconia barbinervis-MICOBA"
"conoci","conoci",NA,"CONC","Myrtales","Melastomataceae","Miconia cinnamomea","Beurl.","Conostegia cinnamomea","R. Pérez 2073","Freestanding","Miconia cinnamomea","Beurl.","species","Melastomataceae",FALSE,NA,FALSE,NA,"Miconia cinnamomea",3869829,"Miconia cinnamomea-CONOCI-CONC"
"conobr","conobr",NA,"CONB","Myrtales","Melastomataceae","Miconia conobracteata","Michelang.","Conostegia bracteata",NA,"Freestanding","Miconia conobracteata","Michelang.","species","Melastomataceae",FALSE,NA,FALSE,NA,"Miconia conobracteata",10712139,"Miconia conobracteata-CONOBR-CONB"
"conosp","conosp",NA,"CON1","Myrtales","Melastomataceae","Miconia conospeciosa","Michelang.","Conostegia speciosa","R. Pérez 1822","Freestanding","Miconia conospeciosa","Michelang.","species","Melastomataceae",FALSE,NA,FALSE,NA,"Miconia conospeciosa",10820655,"Miconia conospeciosa-CONOSP-CON1"
"clidde","clidde",NA,"CLID","Myrtales","Melastomataceae","Miconia dentata","(D. Don) Michelang.","Clidemia dentata","R. Pérez 1823","Freestanding","Miconia dentata","(D.Don) Michelang.","species","Melastomataceae",FALSE,NA,FALSE,NA,"Miconia dentata",10677735,"Miconia dentata-CLIDDE-CLID"
"clidca","clidca",NA,"CLI1","Myrtales","Melastomataceae","Miconia dependens","(Pav. ex D. Don) Judd & Majure","Clidemia capitellata",NA,"Freestanding","Miconia dependens","(Pav. ex D.Don) Judd & Majure","species","Melastomataceae",FALSE,NA,FALSE,NA,"Miconia dependens",10738960,"Miconia dependens-CLIDCA-CLI1"
"micoel","micoel","micoel","MICE","Myrtales","Melastomataceae","Miconia elata","(Sw.) DC.",NA,NA,"Freestanding","Miconia elata","(Sw.) DC.","species","Melastomataceae",FALSE,FALSE,FALSE,NA,"Miconia elata",3866980,"Miconia elata-MICOEL-MICE"
"clidc1","clidc1",NA,NA,"Myrtales","Melastomataceae","Miconia formicocollina","Michelang.","Clidemia collina",NA,"Freestanding","Miconia formicocollina","Michelang.","species","Melastomataceae",FALSE,NA,FALSE,NA,"Miconia formicocollina",10772614,"Miconia formicocollina-CLIDC1"
"micoho","micoho","micoho","MICH","Myrtales","Melastomataceae","Miconia hondurensis","Donn. Sm.",NA,"R. Pérez 1374","Freestanding","Miconia hondurensis","Donn.Sm.","species","Melastomataceae",FALSE,FALSE,FALSE,NA,"Miconia hondurensis",3864206,"Miconia hondurensis-MICOHO-MICH"
"micoim","micoim","micoim","MICI","Myrtales","Melastomataceae","Miconia impetiolaris","(Sw.) D. Don",NA,"R. Pérez 1877","Freestanding","Miconia impetiolaris","(Sw.) D.Don","species","Melastomataceae",FALSE,FALSE,FALSE,NA,"Miconia impetiolaris",8409353,"Miconia impetiolaris-MICOIM-MICI"
"micola","micola","micola","MIC3","Myrtales","Melastomataceae","Miconia lacera","(Bonpl.) Naudin",NA,"R. Pérez 2311","Freestanding","Miconia lacera","(Bonpl.) Naudin","species","Melastomataceae",FALSE,FALSE,FALSE,NA,"Miconia lacera",3863059,"Miconia lacera-MICOLA-MIC3"
"micol1","micol1",NA,"MIC4","Myrtales","Melastomataceae","Miconia lateriflora","Cogn.",NA,NA,"Freestanding","Miconia lateriflora","Cogn.","species","Melastomataceae",FALSE,NA,FALSE,NA,"Miconia lateriflora",3862739,"Miconia lateriflora-MICOL1-MIC4"
"micolo","micolo",NA,"MIC5","Myrtales","Melastomataceae","Miconia lonchophylla","Naudin",NA,NA,"Freestanding","Miconia lonchophylla","Naudin","species","Melastomataceae",FALSE,NA,FALSE,NA,"Miconia lonchophylla",3862232,"Miconia lonchophylla-MICOLO-MIC5"
"micobo","micobo","micobo","MICB","Myrtales","Melastomataceae","Miconia minutiflora","(Bonpl.) DC.","Miconia borealis",NA,"Freestanding","Miconia minutiflora","(Bonpl.) DC.","species","Melastomataceae",FALSE,FALSE,FALSE,NA,"Miconia minutiflora",10932080,"Miconia minutiflora-MICOBO-MICB"
"micone","micone","micone","MICN","Myrtales","Melastomataceae","Miconia nervosa","(Sm.) Triana",NA,"R. Pérez 1773","Freestanding","Miconia nervosa","(Sm.) Triana","species","Melastomataceae",FALSE,FALSE,FALSE,NA,"Miconia nervosa",3859839,"Miconia nervosa-MICONE-MICN"
"clidoc","clidoc",NA,"CLIO","Myrtales","Melastomataceae","Miconia octona","(Bonpl.) Judd & Majure","Clidemia octona","R. Pérez 1824","Freestanding","Miconia octona","(Bonpl.) Judd & Majure","species","Melastomataceae",FALSE,NA,FALSE,NA,"Miconia octona",10699427,"Miconia octona-CLIDOC-CLIO"
"micopr","micopr","micopr","MICP","Myrtales","Melastomataceae","Miconia prasina","(Sw.) DC.","Miconia pteropoda","R. Pérez 1873","Freestanding","Miconia prasina","(Sw.) DC.","species","Melastomataceae",FALSE,FALSE,FALSE,NA,"Miconia prasina",3188562,"Miconia prasina-MICOPR-MICP"
"cliddi","cliddi",NA,"CLIP","Myrtales","Melastomataceae","Miconia purpureoviolacea","(Cogn.) Michelang.","Clidemia discolor",NA,"Freestanding","Miconia purpureoviolacea","(Cogn.) Michelang.","species","Melastomataceae",FALSE,NA,FALSE,NA,"Miconia purpureoviolacea",10800391,"Miconia purpureoviolacea-CLIDDI-CLIP"
NA,NA,NA,"OSSQ","Myrtales","Melastomataceae","Miconia quinquenervia","(Mill.) Gamba & Almeda","Clidemia quinquenervia, Ossaea quinquenervia",NA,"Freestanding","Miconia quinquenervia","(Mill.) Gamba & Almeda","species","Melastomataceae",FALSE,NA,FALSE,NA,"Miconia quinquenervia",7428033,"Miconia quinquenervia-OSSQ"
"micor1","micor1",NA,NA,"Myrtales","Melastomataceae","Miconia rufostellulata","Pittier",NA,NA,"Freestanding","Miconia rufostellulata","Pittier","species","Melastomataceae",FALSE,NA,FALSE,NA,"Miconia rufostellulata",3868203,"Miconia rufostellulata-MICOR1"
"micosh","micosh",NA,"MIC7","Myrtales","Melastomataceae","Miconia shattuckii","Standl.",NA,NA,"Freestanding","Miconia shattuckii","Standl.","species","Melastomataceae",FALSE,NA,FALSE,NA,"Miconia shattuckii",3866811,"Miconia shattuckii-MICOSH-MIC7"
"leandi","leandi",NA,"LEAD","Myrtales","Melastomataceae","Miconia sulcicaulis","(Poepp. ex Naudin) Ocampo & Almeda","Leandra dichotoma",NA,"Freestanding","Miconia sulcicaulis","(Poepp. ex Naudin) Ocampo & Almeda","species","Melastomataceae",FALSE,NA,FALSE,NA,"Miconia sulcicaulis",10839238,"Miconia sulcicaulis-LEANDI-LEAD"
"conoxa","conoxa",NA,NA,"Myrtales","Melastomataceae","Miconia xalapensis","(Bonpl.) M. Gómez","Conostegia xalapensis",NA,"Freestanding","Miconia xalapensis","(Bonpl.) M.Gómez","species","Melastomataceae",FALSE,NA,FALSE,NA,"Miconia xalapensis",3862726,"Miconia xalapensis-CONOXA"
"mikale","mikale",NA,"MIKL","Asterales","Asteraceae","Mikania leiostachya","Benth.",NA,"R. Pérez 2209 (PMA, SCZ)","Climbing","Mikania leiostachya","Benth.","species","Asteraceae",FALSE,NA,FALSE,NA,"Mikania leiostachya",5398756,"Mikania leiostachya-MIKALE-MIKL"
"mikami","mikami",NA,"MIKM","Asterales","Asteraceae","Mikania micrantha","Kunth",NA,NA,"Climbing","Mikania micrantha","Kunth","species","Asteraceae",FALSE,NA,FALSE,NA,"Mikania micrantha",5398421,"Mikania micrantha-MIKAMI-MIKM"
"mikaps","mikaps",NA,NA,"Asterales","Asteraceae","Mikania psilostachya","DC.",NA,NA,"Climbing","Mikania psilostachya","DC.","species","Asteraceae",FALSE,NA,FALSE,NA,"Mikania psilostachya",5398527,"Mikania psilostachya-MIKAPS"
"mikato","mikato",NA,"MIKT","Asterales","Asteraceae","Mikania tonduzii","B.L. Rob.",NA,NA,"Climbing","Mikania tonduzii","B.L.Rob.","species","Asteraceae",FALSE,NA,FALSE,NA,"Mikania tonduzii",5398391,"Mikania tonduzii-MIKATO-MIKT"
"memoch","memoch",NA,"MOMC","Cucurbitales","Cucurbitaceae","Momordica charantia","L.",NA,NA,"Climbing","Momordica charantia","L.","species","Cucurbitaceae",FALSE,NA,FALSE,NA,"Momordica charantia",2874581,"Momordica charantia-MEMOCH-MOMC"
"licapl","licapl",NA,"LICP","Malpighiales","Chrysobalanaceae","Moquilea platypus","Hemsl.","Licania platypus","R. Pérez 1912 (PMA, SCZ)","Freestanding","Moquilea platypus","Hemsl.","species","Chrysobalanaceae",FALSE,NA,FALSE,NA,"Moquilea platypus",2985306,"Moquilea platypus-LICAPL-LICP"
"appuse","appuse","appuse","APPS","Gentianales","Rubiaceae","Morinda seibertii","(Standl.) Steyerm.","Appunia seibertii","R. Pérez 2284","Freestanding","Appunia seibertii","Standl.","species","Rubiaceae",FALSE,FALSE,TRUE,"Current_name differs from Accepted_name returned by TNRS.","Appunia seibertii",3848264,"Morinda seibertii-APPUSE-APPS"
"cappfr","cappfr",NA,"CAPF","Brassicales","Capparaceae","Morisonia frondosa","(Jacq.) Christenh. & Byng","Capparis frondosa, Capparidastrum frondosum","R. Pérez 1790 (PMA, SCZ)","Freestanding","Morisonia frondosa","(Jacq.) Christenh. & Byng","species","Capparaceae",FALSE,NA,FALSE,NA,"Capparidastrum frondosum",6069332,"Morisonia frondosa-CAPPFR-CAPF"
"malmsp","malmsp","malmsp","CRES","Magnoliales","Annonaceae","Mosannona garwoodii","Chatrou & Welzenis",NA,"R. Pérez 1754, 1968 y 2122 (PMA, SCZ)","Freestanding","Mosannona garwoodii","Chatrou & Welzenis","species","Annonaceae",FALSE,FALSE,FALSE,NA,"Mosannona garwoodiae",3648797,"Mosannona garwoodii-MALMSP-CRES"
"mosqja","mosqja","mosqja","MOSJ","Sapindales","Anacardiaceae","Mosquitoxylum jamaicense","Krug & Urb.",NA,"R. Pérez 2348 (PMA, SCZ)","Freestanding","Mosquitoxylum jamaicense","Krug & Urb.","species","Anacardiaceae",FALSE,FALSE,FALSE,NA,"Mosquitoxylum jamaicense",7321670,"Mosquitoxylum jamaicense-MOSQJA-MOSJ"
"mourmy","mourmy","mourmy","MOUM","Myrtales","Melastomataceae","Mouriri myrtilloides","Poir.",NA,"R. Pérez 1768","Freestanding","Mouriri myrtilloides","Poir.","species","Melastomataceae",FALSE,FALSE,FALSE,NA,"Mouriri myrtilloides",3870233,"Mouriri myrtilloides-MOURMY-MOUM"
"mucumu","mucumu",NA,"MUCM","Fabales","Fabaceae","Mucuna mutisiana","(Kunth) DC.",NA,NA,"Climbing","Mucuna mutisiana","(Kunth) DC.","species","Fabaceae",FALSE,NA,FALSE,NA,"Mucuna mutisiana",2951409,"Mucuna mutisiana-MUCUMU-MUCM"
"mucuro","mucuro",NA,NA,"Fabales","Fabaceae","Mucuna rostrata","Benth.",NA,NA,"Climbing","Mucuna rostrata","Benth.","species","Fabaceae",FALSE,NA,FALSE,NA,"Mucuna rostrata",2951411,"Mucuna rostrata-MUCURO"
"muntca","muntca","muntca","MUNC","Malvales","Muntingiaceae","Muntingia calabura","L.",NA,NA,"Freestanding","Muntingia calabura","L.","species","Muntingiaceae",FALSE,FALSE,FALSE,NA,"Muntingia calabura",3152036,"Muntingia calabura-MUNTCA-MUNC"
"myrcfo","myrcfo","myrcfo","MYR1","Myrtales","Myrtaceae","Myrcia fosteri","Croat",NA,"R. Pérez 2092","Freestanding","Myrcia fosteri","Croat","species","Myrtaceae",FALSE,FALSE,FALSE,NA,"Myrcia fosteri",3174678,"Myrcia fosteri-MYRCFO-MYR1"
"myrcga","myrcga","myrcsp","MYRG","Myrtales","Myrtaceae","Myrcia splendens","(Sw.) DC.","Myrcia fallax, Myrcia gatunensis","R. Pérez 1859","Freestanding","Myrcia splendens","(Sw.) DC.","species","Myrtaceae",FALSE,TRUE,FALSE,"Code sp6 changed from sp6curr or sp6prior.","Myrcia splendens",3174691,"Myrcia splendens-MYRCGA-MYRG"
"myrilo","myrilo","myrilo","MYRY","Rosales","Urticaceae","Myriocarpa longipes","Liebm.","Myriocarpa yzabalensis",NA,"Freestanding","Myriocarpa longipes","Liebm.","species","Urticaceae",FALSE,FALSE,FALSE,NA,"Myriocarpa longipes",7300750,"Myriocarpa longipes-MYRILO-MYRY"
"myrofr","myrofr","myrofr","MYR2","Fabales","Fabaceae","Myrospermum frutescens","Jacq.",NA,NA,"Freestanding","Myrospermum frutescens","Jacq.","species","Fabaceae",FALSE,FALSE,FALSE,NA,"Myrospermum frutescens",2976681,"Myrospermum frutescens-MYROFR-MYR2"
"nectci","nectci","nectci","NECC","Laurales","Lauraceae","Nectandra cissiflora","Nees",NA,"R. Pérez 1845","Freestanding","Nectandra cissiflora","Nees","species","Lauraceae",FALSE,FALSE,FALSE,NA,"Nectandra cissiflora",5685370,"Nectandra cissiflora-NECTCI-NECC"
"nectgl","nectgl","nectgl","NECL","Laurales","Lauraceae","Nectandra lineata","(Kunth) Rohwer",NA,"R. Pérez 1826","Freestanding","Nectandra lineata","(Kunth) Rohwer","species","Lauraceae",FALSE,FALSE,FALSE,NA,"Nectandra lineata",5685105,"Nectandra lineata-NECTGL-NECL"
"neeaam","neeaam","neeaam","NEEA","Caryophyllales","Nyctaginaceae","Neea amplifolia","Donn. Sm.","Neea elegans","R. Pérez 1765","Freestanding","Neea amplifolia","Donn.Sm.","species","Nyctaginaceae",FALSE,FALSE,FALSE,NA,"Neea amplifolia",3700440,"Neea amplifolia-NEEAAM-NEEA"
NA,NA,NA,NA,"Caryophyllales","Nyctaginaceae","Neea urophylla","Standl.",NA,NA,"Freestanding","Neea urophylla","Standl.","species","Nyctaginaceae",FALSE,NA,FALSE,NA,"Neea amplifolia",3700440,"Neea urophylla"
"neurlo","neurlo",NA,"NEUL","Asterales","Asteraceae","Neurolaena lobata","(L.) Cass.",NA,NA,"Freestanding","Neurolaena lobata","(L.) Cass.","species","Asteraceae",FALSE,NA,FALSE,NA,"Neurolaena lobata",7545076,"Neurolaena lobata-NEURLO-NEUL"
"ochrpy","ochrpy","ochrpy","OCHP","Malvales","Malvaceae","Ochroma pyramidale","(Cav. ex Lam.) Urb.",NA,"R. Pérez 1818","Freestanding","Ochroma pyramidale","(Cav. ex Lam.) Urb.","species","Malvaceae",FALSE,FALSE,FALSE,NA,"Ochroma pyramidale",3152240,"Ochroma pyramidale-OCHRPY-OCHP"
"ocotce","ocotce",NA,"OCOC","Laurales","Lauraceae","Ocotea leptobotra","(Ruiz & Pav.) Mez","Ocotea cernua","R. Pérez 1815","Freestanding","Ocotea leptobotra","(Ruiz & Pav.) Mez","species","Lauraceae",FALSE,NA,FALSE,NA,"Ocotea leptobotra",4179703,"Ocotea leptobotra-OCOTCE-OCOC"
"ocotob","ocotob","ocotob","OCOO","Laurales","Lauraceae","Ocotea oblonga","(Meisn.) Mez",NA,"R. Pérez 1393","Freestanding","Ocotea oblonga","(Meisn.) Mez","species","Lauraceae",FALSE,FALSE,FALSE,NA,"Ocotea oblonga",7304263,"Ocotea oblonga-OCOTOB-OCOO"
"ocotpu","ocotpu","ocotpu","OCOP","Laurales","Lauraceae","Ocotea puberula","(Rich.) Nees",NA,"R. Pérez 1178","Freestanding","Ocotea puberula","(Rich.) Nees","species","Lauraceae",FALSE,FALSE,FALSE,NA,"Ocotea puberula",7304142,"Ocotea puberula-OCOTPU-OCOP"
"ocotwh","ocotwh","ocotwh","OCOS","Laurales","Lauraceae","Ocotea whitei","Woodson","Nectandra whitei",NA,"Freestanding","Ocotea whitei","Woodson","species","Lauraceae",FALSE,FALSE,FALSE,NA,"Ocotea whitei",4180728,"Ocotea whitei-OCOTWH-OCOS"
"odo1pu","odo1pu",NA,"ODOP","Gentianales","Apocynaceae","Odontadenia puncticulosa","(Rich.) Pulle",NA,NA,"Climbing","Odontadenia puncticulosa","(Rich.) Pulle","species","Apocynaceae",FALSE,NA,FALSE,NA,"Odontadenia puncticulosa",3616386,"Odontadenia puncticulosa-ODO1PU-ODOP"
"odo1ma","odo1ma",NA,"ODOM","Gentianales","Apocynaceae","Odontadenia semidigyna","(P.J. Bergius) J.F. Morales","Odontadenia macrantha","R. Pérez 2247 (PMA, SCZ)","Climbing","Odontadenia semidigyna","(P.J.Bergius) J.F.Morales","species","Apocynaceae",FALSE,NA,FALSE,NA,"Odontadenia semidigyna",10525151,"Odontadenia semidigyna-ODO1MA-ODOM"
"odo2ta","odo2ta",NA,"ODO1","Ranunculales","Menispermaceae","Odontocarya tamoides","(DC.) Miers",NA,NA,"Climbing","Odontocarya tamoides","(DC.) Miers","species","Menispermaceae",FALSE,NA,FALSE,NA,"Odontocarya tamoides",7268771,"Odontocarya tamoides-ODO2TA-ODO1"
"odo2tr","odo2tr",NA,"ODO2","Ranunculales","Menispermaceae","Odontocarya truncata","Standl.",NA,NA,"Climbing","Odontocarya truncata","Standl.","species","Menispermaceae",FALSE,NA,FALSE,NA,"Odontocarya truncata",3830257,"Odontocarya truncata-ODO2TR-ODO2"
"oenoma","oenoma","oenoma","OENM","Arecales","Arecaceae","Oenocarpus mapora","H. Karst.","Oenocarpus panamanus",NA,"Freestanding","Oenocarpus mapora","H.Karst.","species","Arecaceae",FALSE,FALSE,FALSE,NA,"Oenocarpus mapora",2735446,"Oenocarpus mapora-OENOMA-OENM"
"omphdi","omphdi",NA,"OMPD","Malpighiales","Euphorbiaceae","Omphalea diandra","L.",NA,"R. Pérez 2233 (PMA, SCZ)","Climbing","Omphalea diandra","L.","species","Euphorbiaceae",FALSE,NA,FALSE,NA,"Omphalea diandra",3062246,"Omphalea diandra-OMPHDI-OMPD"
"oreoca","oreoca","oreoca","OREC","Apiales","Araliaceae","Oreopanax capitatus","(Jacq.) Decne. & Planch.",NA,NA,"Freestanding","Oreopanax capitatus","(Jacq.) Decne. & Planch.","species","Araliaceae",FALSE,FALSE,FALSE,NA,"Oreopanax capitatus",3036624,"Oreopanax capitatus-OREOCA-OREC"
"ormoam","ormoam","ormoam","ORMA","Fabales","Fabaceae","Ormosia amazonica","Ducke",NA,NA,"Freestanding","Ormosia amazonica","Ducke","species","Fabaceae",FALSE,FALSE,FALSE,NA,"Ormosia amazonica",5355607,"Ormosia amazonica-ORMOAM-ORMA"
"ormocr","ormocr","ormocr","ORMC","Fabales","Fabaceae","Ormosia coccinea","(Aubl.) Jacks.",NA,"R. Pérez 2170 (PMA, SCZ)","Freestanding","Ormosia coccinea","(Aubl.) Jacks.","species","Fabaceae",FALSE,FALSE,FALSE,NA,"Ormosia coccinea",5355587,"Ormosia coccinea-ORMOCR-ORMC"
"ormoma","ormoma","ormoma","ORMM","Fabales","Fabaceae","Ormosia macrocalyx","Ducke",NA,"R. Pérez 1891 (PMA, SCZ)","Freestanding","Ormosia macrocalyx","Ducke","species","Fabaceae",FALSE,FALSE,FALSE,NA,"Ormosia macrocalyx",5355476,"Ormosia macrocalyx-ORMOMA-ORMM"
"ormopa","ormopa",NA,"ORMP","Fabales","Fabaceae","Ormosia panamensis","Benth.",NA,NA,"Freestanding","Ormosia panamensis","Benth.","species","Fabaceae",FALSE,NA,FALSE,NA,"Ormosia panamensis",5355604,"Ormosia panamensis-ORMOPA-ORMP"
"ouralu","ouralu","ouralu","OURL","Malpighiales","Ochnaceae","Ouratea lucens","Engl.",NA,"R. Pérez 1782","Freestanding","Ouratea lucens","(Kunth) Engl.","species","Ochnaceae",FALSE,FALSE,FALSE,NA,"Ouratea lucens",7326730,"Ouratea lucens-OURALU-OURL"
"oxanpa","oxanpa","oxanpa",NA,"Magnoliales","Annonaceae","Oxandra panamensis","R.E. Fr.",NA,"R. Pérez 855 y 1167 (PMA, SCZ)","Freestanding","Oxandra panamensis","R.E.Fr.","species","Annonaceae",FALSE,FALSE,FALSE,NA,"Oxandra panamensis",3154745,"Oxandra panamensis-OXANPA"
"pochaq","pochaq","pochaq","PACA","Malvales","Malvaceae","Pachira aquatica","Aubl.",NA,NA,"Freestanding","Pachira aquatica","Aubl.","species","Malvaceae",FALSE,FALSE,FALSE,NA,"Pachira aquatica",3152235,"Pachira aquatica-POCHAQ-PACA"
"pochse","pochse","pochse","BOMS","Malvales","Malvaceae","Pachira sessilis","Benth.","Bombacopsis sessilis, Pochota sessilis",NA,"Freestanding","Pachira sessilis","Benth.","species","Malvaceae",FALSE,FALSE,FALSE,NA,"Pachira sessilis",4073559,"Pachira sessilis-POCHSE-BOMS"
"manske","manske",NA,"PACK","Lamiales","Bignoniaceae","Pachyptera kerere","(Aubl.) Sandwith","Mansoa kerere","R. Pérez 2176 y 2263 (PMA, SCZ)","Climbing","Pachyptera kerere","(Aubl.) Sandwith","species","Bignoniaceae",FALSE,NA,FALSE,NA,"Pachyptera kerere",4094079,"Pachyptera kerere-MANSKE-PACK"
"psycac","psycac",NA,"PYAC","Gentianales","Rubiaceae","Palicourea acuminata","(Benth.) Borhidi","Psychotria acuminata","R. Pérez 2076","Freestanding","Palicourea acuminata","(Benth.) Borhidi","species","Rubiaceae",FALSE,NA,FALSE,NA,"Palicourea acuminata",7763101,"Palicourea acuminata-PSYCAC-PYAC"
"psycb1","psycb1",NA,"PYB1","Gentianales","Rubiaceae","Palicourea brachiata","(Sw.) Borhidi","Psychotria brachiata","R. Pérez 2356","Freestanding","Palicourea brachiata","(Sw.) Borhidi","species","Rubiaceae",FALSE,NA,FALSE,NA,"Palicourea brachiata",8416596,"Palicourea brachiata-PSYCB1-PYB1"
"psycpi","psycpi",NA,"PYPI","Gentianales","Rubiaceae","Palicourea cyanococca","(Seem. ex Dombrain) Borhidi","Psychotria cyanococca","R. Pérez 2077","Freestanding","Palicourea cyanococca","(Seem. ex Dombrain) Borhidi","species","Rubiaceae",FALSE,NA,FALSE,NA,"Palicourea cyanococca",10934022,"Palicourea cyanococca-PSYCPI-PYPI"
"psycde","psycde",NA,"PYDE","Gentianales","Rubiaceae","Palicourea deflexa","(DC.) Borhidi","Psychotria deflexa","R. Pérez 2075","Freestanding","Palicourea deflexa","(DC.) Borhidi","species","Rubiaceae",FALSE,NA,FALSE,NA,"Palicourea deflexa",7579870,"Palicourea deflexa-PSYCDE-PYDE"
"psycb2","psycb2",NA,"PYB2","Gentianales","Rubiaceae","Palicourea gracilenta","(Müll. Arg.) Delprete & J.H. Kirkbr.","Psychotria brachybotrya, Psychotria gracilenta",NA,"Freestanding","Palicourea gracilenta","(Müll.Arg.) Delprete & J.H.Kirkbr.","species","Rubiaceae",FALSE,NA,FALSE,NA,"Palicourea gracilenta",10232993,"Palicourea gracilenta-PSYCB2-PYB2"
"paligu","paligu","paligu","PALG","Gentianales","Rubiaceae","Palicourea guianensis","Aubl.",NA,"R. Pérez 1763","Freestanding","Palicourea guianensis","Aubl.","species","Rubiaceae",FALSE,FALSE,FALSE,NA,"Palicourea guianensis",2898772,"Palicourea guianensis-PALIGU-PALG"
"psycfu","psycfu",NA,"PYFU","Gentianales","Rubiaceae","Palicourea hoffmannseggiana","(Willd. ex Schult.) Borhidi","Psychotria hoffmannseggiana","R. Pérez 2074","Freestanding","Palicourea hoffmannseggiana","(Willd. ex Schult.) Borhidi","species","Rubiaceae",FALSE,NA,FALSE,NA,"Palicourea hoffmannseggiana",8095300,"Palicourea hoffmannseggiana-PSYCFU-PYFU"
NA,NA,NA,"PYRA","Gentianales","Rubiaceae","Palicourea racemosa","(Aubl.) G. Nicholson","Psychotria racemosa",NA,"Freestanding","Palicourea racemosa","(Aubl.) G.Nicholson","species","Rubiaceae",FALSE,NA,FALSE,NA,"Palicourea racemosa",11086770,"Palicourea racemosa-PYRA"
NA,NA,NA,"PYPO","Gentianales","Rubiaceae","Palicourea tomentosa","(Aubl.) Borhidi","Cephaelis tomentosa, Psychotria poeppigiana",NA,"Freestanding","Palicourea tomentosa","(Aubl.) Borhidi","species","Rubiaceae",FALSE,NA,FALSE,NA,"Palicourea tomentosa",7866160,"Palicourea tomentosa-PYPO"
"psycc1","psycc1",NA,"PYC1","Gentianales","Rubiaceae","Palicourea violacea","(Aubl.) A. Rich.","Psychotria capitata",NA,"Freestanding","Palicourea violacea","(Aubl.) A.Rich.","species","Rubiaceae",FALSE,NA,FALSE,NA,"Palicourea violacea",2921742,"Palicourea violacea-PSYCC1-PYC1"
"par2fu","par2fu",NA,NA,"Ericales","Primulaceae","Parathesis fusca","(Oerst.) Mez",NA,NA,"Freestanding","Parathesis fusca","(Oerst.) Mez","species","Primulaceae",FALSE,NA,FALSE,NA,"Parathesis fusca",3722763,"Parathesis fusca-PAR2FU"
"par2mi","par2mi",NA,"PARM","Ericales","Primulaceae","Parathesis microcalyx","Donn. Sm.",NA,NA,"Freestanding","Parathesis microcalyx","Donn.Sm.","species","Primulaceae",FALSE,NA,FALSE,NA,"Parathesis microcalyx",3722415,"Parathesis microcalyx-PAR2MI-PARM"
